,Source,Dest,Number of SP,SP length,Disparity
244,33,94,1,3,0.0
245,39,62,1,1,0.0
246,39,71,5,2,80.0
247,39,80,1,1,0.0
248,39,87,1,1,0.0
249,39,42,1,1,0.0
250,39,45,11,3,81.8190909090909
251,39,7,1,1,0.0
252,39,66,1,1,0.0
253,39,26,2,4,25.0
254,39,9,5,2,80.0
255,39,57,2,2,50.0
256,39,77,2,2,50.0
257,39,83,1,3,0.0
258,39,93,11,4,61.36363636363637
259,39,94,1,2,0.0
260,62,71,1,1,0.0
261,62,80,1,1,0.0
262,62,87,1,1,0.0
263,62,42,1,1,0.0
264,62,45,2,2,50.0
265,62,7,1,2,0.0
266,62,66,7,2,85.71428571428571
267,62,26,8,4,71.875
268,62,9,6,2,83.33333333333333
269,62,57,2,2,50.0
270,62,77,2,2,50.0
271,62,83,1,4,0.0
272,62,93,2,3,33.335
273,62,94,1,3,0.0
274,71,80,6,2,83.33333333333333
275,71,87,5,2,80.0
276,71,42,1,1,0.0
277,71,45,2,2,50.0
278,71,7,8,3,70.83500000000001
279,71,66,3,2,66.66666666666667
280,71,26,4,3,58.33500000000001
281,71,9,3,2,66.66666666666667
282,71,57,14,3,83.3342857142857
283,71,77,10,3,80.001
284,71,83,8,5,42.5
285,71,93,2,3,33.335
286,71,94,8,4,53.125
287,80,87,1,1,0.0
288,80,42,1,1,0.0
289,80,45,3,2,66.66666666666667
290,80,7,2,2,50.0
291,80,66,1,1,0.0
292,80,26,2,4,25.0
293,80,9,1,1,0.0
294,80,57,1,1,0.0
295,80,77,4,2,75.0
296,80,83,2,4,25.0
297,80,93,3,3,44.446666666666665
298,80,94,2,3,33.335
299,87,42,1,1,0.0
300,87,45,1,2,0.0
301,87,7,3,2,66.66666666666667
302,87,66,1,1,0.0
303,87,26,1,4,0.0
304,87,9,1,1,0.0
305,87,57,5,2,80.0
306,87,77,1,1,0.0
307,87,83,5,4,50.0
308,87,93,1,3,0.0
309,87,94,5,3,66.668
310,42,45,1,2,0.0
311,42,7,2,2,50.0
312,42,66,1,1,0.0
313,42,26,7,4,67.85714285714286
314,42,9,1,1,0.0
315,42,57,4,2,75.0
316,42,77,3,2,66.66666666666667
317,42,83,2,4,25.0
318,42,93,1,3,0.0
319,42,94,2,3,33.335
320,45,7,1,3,0.0
321,45,66,1,2,0.0
322,45,26,1,4,0.0
323,45,9,2,2,50.0
324,45,57,6,3,72.22333333333334
325,45,77,2,3,33.335
326,45,83,1,5,0.0
327,45,93,1,1,0.0
328,45,94,1,4,0.0
329,7,66,1,1,0.0
330,7,26,2,5,20.0
331,7,9,1,2,0.0
332,7,57,1,2,0.0
333,7,77,1,2,0.0
334,7,83,1,2,0.0
335,7,93,1,4,0.0
336,7,94,1,1,0.0
337,66,26,25,5,66.4
338,66,9,1,1,0.0
339,66,57,1,1,0.0
340,66,77,1,1,0.0
341,66,83,1,3,0.0
342,66,93,1,3,0.0
343,66,94,1,2,0.0
344,26,9,24,5,65.83333333333333
345,26,57,2,5,20.0
346,26,77,1,5,0.0
347,26,83,2,7,14.285
348,26,93,1,5,0.0
349,26,94,2,6,16.665
350,9,57,1,1,0.0
351,9,77,4,2,75.0
352,9,83,1,4,0.0
353,9,93,2,3,33.335
354,9,94,1,3,0.0
355,57,77,1,1,0.0
356,57,83,1,4,0.0
357,57,93,6,4,54.166666666666664
358,57,94,1,3,0.0
359,77,83,1,4,0.0
360,77,93,2,4,25.0
361,77,94,1,3,0.0
362,83,93,1,6,0.0
363,83,94,1,1,0.0
364,93,94,1,5,0.0
365,11,5,1,1,0.0
366,11,40,1,1,0.0
367,11,41,1,1,0.0
368,11,50,1,1,0.0
369,11,44,3,2,66.66666666666667
370,11,35,3,4,33.333333333333336
371,11,36,1,2,0.0
372,11,2,1,1,0.0
373,11,95,9,6,46.29666666666667
374,5,40,1,1,0.0
