,Timestamp,Flow robustness,Redundancy_avg,Disparity_avg,Modularity,Criticity,RCost,Efficiency
48,576,0.9216326530612244,4.367581930912312,0.3844740055947514,6.542385680826816e-17,18,9122,0.33371354189361313
49,588,0.8114285714285714,3.3641851106639837,0.37066071764464764,-4.3607359103003184e-17,17,7910,0.2981317178219935
50,600,0.8114285714285714,2.7575452716297786,0.32023895342015424,-3.484401464677552e-17,17,8134,0.29218090979315414
51,612,0.7412244897959184,3.4151982378854626,0.40173799283186257,1.8976366371989768e-17,15,6978,0.28154785010907407
52,624,0.7412244897959184,3.407488986784141,0.389499818210622,8.793471001860614e-17,17,7230,0.27489916206242704
53,636,0.7412244897959184,3.671806167400881,0.41008985469616377,2.097156773636247e-17,14,6974,0.27962143525408817
54,648,0.846530612244898,3.19672131147541,0.4087010015789407,-5.27705796893785e-18,14,9142,0.29299104183797997
55,660,0.846530612244898,2.7569913211186114,0.38781093047281445,2.756971238605997e-18,14,9342,0.28511819359778495
56,672,0.846530612244898,3.0501446480231436,0.349986545036108,6.222517357346436e-17,17,9570,0.27992196578931233
57,684,0.846530612244898,3.931533269045323,0.3767344347222799,-4.8126640287650136e-17,18,9548,0.2818069379599989
58,696,0.846530612244898,2.80327868852459,0.3482493924002754,6.813608319531126e-17,17,9394,0.2827578906354413
59,708,0.846530612244898,3.146576663452266,0.3701575129501138,4.487151391193341e-17,17,8560,0.2913022431083654
60,720,0.7746938775510204,2.5763962065331927,0.3480000333415833,4.778537245164978e-17,15,7620,0.270786988521682
61,732,0.9216326530612244,2.8228520814880427,0.36648148165890304,4.698970257733667e-17,18,10822,0.28987088308516845
62,744,0.9216326530612244,2.8892825509300266,0.38379516528090735,5.3319921577392386e-17,18,10736,0.29240934915424655
63,756,0.9216326530612244,2.7989371124889284,0.36392273326105756,-7.283190166314839e-18,12,10738,0.2849199394709591
64,768,1.0,3.4873469387755103,0.36972773352154015,-4.718447854656915e-17,12,12786,0.29719472322640866
65,780,1.0,3.1640816326530614,0.36967590378218546,-7.237800102844771e-17,10,12744,0.29728120590472806
66,792,1.0,2.883265306122449,0.3626049501599042,7.834235052798483e-19,10,13316,0.2841013347554693
67,804,1.0,3.3142857142857145,0.37579833928724715,9.736834994192402e-18,11,13362,0.28383664706221007
68,816,1.0,2.733877551020408,0.35525111900774964,6.360652745248292e-17,12,13294,0.28543654602945606
69,828,1.0,3.3183673469387753,0.4059765220243483,3.702235650665341e-17,8,13208,0.2833102689627295
70,840,1.0,3.4048979591836734,0.39857989906218977,-2.1516402105393003e-17,17,13006,0.29010339760279674
71,852,1.0,2.506938775510204,0.3653170532275503,3.682483168301643e-17,15,14036,0.2816190455536183
72,864,1.0,2.67265306122449,0.37217875557951063,1.9024134119878985e-17,14,14232,0.27765873149126363
73,876,1.0,3.3102040816326532,0.38653364649479655,5.782411586589357e-20,17,14054,0.28248138729351135
74,888,1.0,2.3224489795918366,0.35144387368508445,-1.1709383462843448e-17,17,14364,0.27469995557330434
75,900,0.9216326530612244,2.2781222320637733,0.34682741051817545,-1.9638378973322343e-17,15,12444,0.2646415960323518
76,912,0.9216326530612244,2.366696191319752,0.3296504184799515,-3.602887219336446e-18,15,12584,0.25998967199267287
77,924,0.9216326530612244,1.8308237378210805,0.27824790497586943,1.4737473778210042e-18,11,12464,0.2587701196362657
78,936,0.7412244897959184,1.948237885462555,0.3228091283889878,-5.958536416566207e-17,10,8676,0.24002171411355086
79,948,0.7412244897959184,1.8920704845814977,0.3092689963541652,7.360415496200658e-17,12,8848,0.23622502440869775
80,960,0.7412244897959184,1.77863436123348,0.3005558054217457,4.1183620300041975e-17,12,8864,0.2354685382644565
81,972,0.7412244897959184,1.7797356828193833,0.29816044197462016,-4.634417212884828e-17,11,8856,0.23552390240145324
82,984,0.7412244897959184,1.7433920704845816,0.2771868994552286,-6.134341119359364e-17,11,9094,0.2283248792024303
83,996,0.8848979591836734,1.613468634686347,0.25202197951837474,-7.962665135631246e-19,15,12990,0.24038214526569854
84,1008,0.8848979591836734,1.705719557195572,0.2797416070892671,9.448047503087967e-18,14,12870,0.24450497594975373
85,1020,0.8848979591836734,1.7250922509225093,0.2764511411488934,4.237023711235387e-18,15,12852,0.24524874012208933
86,1032,0.8848979591836734,1.992619926199262,0.31799467928103703,-2.032543258578135e-17,15,13048,0.24135705391047496
87,1044,0.8848979591836734,1.7546125461254614,0.2744613324174318,4.4576197891618314e-17,14,13676,0.232180627828887
88,1056,1.0,2.066938775510204,0.3440696122979265,9.948960379815133e-17,20,17150,0.25064960387646257
89,1068,1.0,2.262857142857143,0.3650996023025864,-7.546047120499111e-17,22,16930,0.2597702572660231
90,1080,0.9216326530612244,2.0690876882196636,0.30892882466425575,-5.183234110116908e-17,17,14056,0.2499975649933627
91,1092,0.9216326530612244,2.1966341895482726,0.2789047181766067,-4.2524597502844296e-17,17,15356,0.2424167944865165
92,1104,0.8848979591836734,2.892988929889299,0.3757897077416323,-3.162416248240905e-18,19,13726,0.24934066120270013
93,1116,0.8848979591836734,2.9206642066420665,0.35473799400851125,1.2477835528955981e-17,20,13702,0.24926329865594987
94,1128,0.8848979591836734,3.445571955719557,0.409602097334276,-6.158268339717665e-17,22,13626,0.2515541166814619
95,1140,0.8848979591836734,2.768450184501845,0.40342069716256274,1.169116157759159e-17,17,13096,0.2551924843477882
96,1152,0.8848979591836734,3.261992619926199,0.4054481805721543,-1.5901631863120731e-18,17,13104,0.25461230942067437
97,1164,1.0,2.733877551020408,0.3430793770567464,1.6479873021779667e-18,24,16042,0.26120800479611256
98,1176,0.9216326530612244,2.646589902568645,0.3798552629966188,-5.92474787179771e-18,15,13930,0.24890475497558226
99,1188,0.9216326530612244,2.525243578387954,0.3855921375901291,-1.6622275695180748e-17,18,13828,0.25220606817485447
100,1200,0.9216326530612244,3.7980513728963685,0.46840258891541514,1.650615671080962e-17,22,18316,0.2376933370654124
101,1212,0.9216326530612244,4.697962798937112,0.4854311022564795,4.0612937849339364e-17,25,17492,0.24686998684595493
102,1224,0.9216326530612244,3.995571302037201,0.4563951497185634,-2.6645352591003756e-17,19,14190,0.25774433914337186
103,1236,0.9216326530612244,4.256864481842339,0.46399611865967605,1.666247549293512e-17,19,14218,0.25763805200647255
104,1248,0.9216326530612244,3.679362267493357,0.41481556589594215,-3.2167057832682514e-18,15,14164,0.25566926191055767
105,1260,0.9216326530612244,3.4853852967227636,0.40638760905243304,-6.470049721210794e-18,16,13998,0.2573092372480121
106,1272,0.9216326530612244,4.4348981399468554,0.39854933402770676,4.719549266387694e-17,20,14550,0.25591461552986094
107,1284,0.9216326530612244,3.6643046944198407,0.42870733186154325,1.4508596344533295e-17,16,14146,0.2631301641535731
108,1296,0.6506122448979592,3.6060225846925973,0.3843755524664387,6.297483543041854e-18,11,7238,0.2377805935561033
109,1308,0.6506122448979592,3.603513174404015,0.3767916658949218,1.1662006561188619e-19,12,7508,0.2373845689457931
110,1320,0.6506122448979592,4.819322459222083,0.41894286651157264,-2.6740127727252245e-17,11,7384,0.23933850050176544
111,1332,0.6506122448979592,4.543287327478042,0.3938334163963985,-8.748557434046234e-17,13,7332,0.24150338550338518
112,1344,0.846530612244898,2.970106075216972,0.3226940471541834,-1.1970916200633844e-17,16,9940,0.2866729211831238
113,1356,0.846530612244898,4.371263259402122,0.4110935992352977,1.460274687240178e-17,16,9950,0.2873281638995909
114,1368,0.846530612244898,4.702989392478303,0.43795255371690717,6.229352873131752e-17,15,10726,0.2791656018524963
115,1380,0.7093877551020408,6.831990794016111,0.4391371346081234,3.850303534649274e-17,10,7086,0.2681085649044824
116,1392,0.7779591836734694,6.59601259181532,0.379821049688711,1.6063266202745866e-17,15,6986,0.29907450599287216
117,1404,0.7779591836734694,7.496327387198321,0.3723836429730043,-4.851846745212651e-17,18,7204,0.2962935477221182
118,1416,0.7779591836734694,6.1532004197271775,0.3826993773764188,-3.266617745531711e-17,12,6914,0.3003916423712331
119,1428,0.7779591836734694,7.559286463798531,0.40093235275812883,4.6784966473313887e-17,12,6886,0.3021739552964032
120,1440,0.7779591836734694,7.732423924449108,0.40944450114247305,5.0474028249162207e-17,13,6752,0.30701522513767293
121,1452,0.7779591836734694,5.604407135362015,0.43006351565126255,1.5375390808657743e-17,15,6398,0.3164969225785541
122,1464,0.7779591836734694,7.622245540398741,0.4812141705437817,3.098738921470899e-17,16,6226,0.32491869128603706
123,1476,0.7779591836734694,8.677859391395593,0.48552484107788235,2.373832125020894e-17,14,6090,0.3318701004211197
124,1488,0.7779591836734694,8.397691500524658,0.48730375733937026,-2.0904515811771144e-17,11,5848,0.34128571428571314
125,1500,0.7779591836734694,7.25813221406086,0.4818392951187624,3.7926873512039507e-17,12,5652,0.3474771622934874
126,1512,1.0,8.103673469387756,0.4502077607804885,4.483592984063132e-17,20,9736,0.39072319517217313
127,1524,0.8163265306122449,10.621,0.5037450162639788,-2.2110373795501e-17,11,5880,0.3730602526724961
128,1536,0.8163265306122449,10.073,0.5238708085711166,-8.3418396658994e-18,13,5814,0.377140913508259
129,1548,0.8163265306122449,11.943,0.5433785865896807,8.368515260993642e-18,12,5516,0.39398931000971665
130,1560,0.8163265306122449,9.098,0.5422961309548134,-3.036173295042975e-17,12,5298,0.40643537414965825
131,1572,0.8163265306122449,8.126,0.5179307409085656,5.4069303147329055e-18,13,5080,0.4211214771622919
132,1584,0.8163265306122449,8.586,0.5175315227753158,9.368970671942248e-19,12,5004,0.4266044703595709
133,1596,0.8163265306122449,9.569,0.5066797630198612,-7.245431385605942e-18,10,4876,0.4362429543245855
134,1608,0.8163265306122449,12.646,0.5548231375951826,6.843840562757814e-18,6,4816,0.4483080660835754
135,1620,0.8163265306122449,11.244,0.5482852978193951,0.0,3,4586,0.46215743440233187
136,1632,0.8163265306122449,12.947,0.5466514556988258,-9.070449547591149e-19,4,4488,0.4720758017492706
137,1644,1.0,16.634285714285713,0.5744321308097644,5.602994703715743e-17,10,9210,0.49118541096092005
138,1656,1.0,14.898775510204082,0.5770634695742154,-1.066220282795501e-17,10,9094,0.49662007153843774
139,1668,1.0,18.2,0.5926945187520899,5.551115123125783e-18,11,8694,0.498734542101888
140,1680,1.0,18.17469387755102,0.5938685993681576,-2.2651101939191412e-17,11,8364,0.5081879730247066
141,1692,1.0,13.903673469387755,0.5427764533928404,-1.2734911164817972e-17,8,8204,0.5221837618164143
142,1704,0.8497959183673469,8.878001921229586,0.5322692753108291,-7.044993199074005e-18,4,4400,0.5084839650145768
143,1716,1.0,10.907755102040817,0.5226417137199285,-3.324021031811846e-18,8,5924,0.5537084548104965
144,1728,1.0,16.528163265306123,0.5517930439301907,-7.35689956076911e-18,7,5696,0.5594693877551031
145,1740,1.0,7.504489795918367,0.5444355929460079,1.9253867769400238e-17,9,5686,0.5540738581146751
146,1752,1.0,6.049795918367347,0.5172537166834311,1.0174331237400628e-17,8,5442,0.5662176870748312
147,1764,1.0,5.589387755102041,0.51307028889816,3.267323015413373e-17,5,5536,0.5591506316812452
148,1776,1.0,5.6,0.5167301081612558,2.5306554237779302e-18,4,5472,0.5666336248785241
149,1788,1.0,5.79265306122449,0.5368091202546108,-8.74093500731e-18,7,5486,0.5654907677356666
