,Source,Dest,Number of SP,SP length,Disparity
557,9,48,2,3,0.6666666666666667
558,22,27,2,2,1.0
559,22,42,2,2,1.0
560,22,48,12,4,0.803030303030303
561,27,42,1,1,0.0
562,27,48,3,3,0.7777777777777778
563,42,48,2,2,1.0
564,19,14,1,1,0.0
565,19,15,1,1,0.0
566,19,21,1,1,0.0
567,19,40,1,1,0.0
568,19,42,5,2,1.0
569,14,15,1,1,0.0
570,14,21,1,1,0.0
571,14,40,1,1,0.0
572,14,42,1,1,0.0
573,15,21,1,1,0.0
574,15,40,1,1,0.0
575,15,42,1,1,0.0
576,21,40,1,1,0.0
577,21,42,6,2,1.0
578,40,42,6,2,1.0
579,6,20,1,1,0.0
580,6,23,1,1,0.0
581,6,24,1,1,0.0
582,6,34,1,1,0.0
583,6,35,1,1,0.0
584,6,44,1,1,0.0
585,6,32,1,2,0.0
586,6,36,16,5,0.6966666666666665
587,6,39,4,5,0.46666666666666673
588,6,48,8,4,0.6964285714285714
589,6,49,3,3,0.7777777777777778
590,20,23,1,1,0.0
591,20,24,2,2,1.0
592,20,34,1,1,0.0
593,20,35,1,1,0.0
594,20,44,1,2,0.0
595,20,32,1,2,0.0
596,20,36,12,4,0.7727272727272727
597,20,39,3,4,0.5
598,20,48,6,3,0.7999999999999999
599,20,49,3,3,0.7777777777777778
600,23,24,1,2,0.0
601,23,34,2,2,1.0
602,23,35,2,2,1.0
603,23,44,1,2,0.0
604,23,32,2,3,0.6666666666666667
605,23,36,4,4,0.5833333333333334
606,23,39,1,4,0.0
607,23,48,2,3,0.6666666666666667
608,23,49,6,4,0.7
609,24,34,2,2,1.0
610,24,35,1,1,0.0
611,24,44,1,1,0.0
612,24,32,4,3,0.777777777777778
613,24,36,28,6,0.6904761904761901
614,24,39,7,6,0.4841269841269842
615,24,48,14,5,0.6813186813186809
616,24,49,1,3,0.0
617,34,35,1,1,0.0
618,34,44,1,2,0.0
619,34,32,1,1,0.0
620,34,36,22,5,0.7532467532467536
621,34,39,6,5,0.52
622,34,48,10,4,0.7444444444444445
623,34,49,2,2,1.0
624,35,44,2,2,1.0
625,35,32,3,2,1.0
626,35,36,12,5,0.6181818181818177
627,35,39,3,5,0.4000000000000001
628,35,48,6,4,0.6
629,35,49,1,2,0.0
630,44,32,1,3,0.0
631,44,36,16,6,0.5805555555555556
632,44,39,4,6,0.3888888888888889
633,44,48,8,5,0.5571428571428572
634,44,49,4,4,0.6666666666666666
635,32,36,10,5,0.6133333333333333
636,32,39,3,5,0.4000000000000001
637,32,48,4,4,0.5833333333333334
638,32,49,1,1,0.0
639,36,39,1,2,0.0
640,36,48,1,1,0.0
641,36,49,10,6,0.5111111111111111
642,39,48,1,2,0.0
643,39,49,3,6,0.3333333333333333
644,48,49,4,5,0.4666666666666666
645,25,41,1,1,0.0
646,25,45,1,1,0.0
647,25,22,1,1,0.0
648,25,13,1,3,0.0
649,41,45,3,2,1.0
650,41,22,1,1,0.0
651,41,13,2,3,0.6666666666666667
652,45,22,1,1,0.0
653,45,13,1,3,0.0
654,22,13,5,4,0.675
655,30,27,1,1,0.0
656,30,37,1,1,0.0
657,30,17,1,2,0.0
658,30,18,1,4,0.0
659,27,37,1,1,0.0
660,27,17,1,2,0.0
661,27,18,1,4,0.0
662,37,17,1,2,0.0
663,37,18,1,4,0.0
664,17,18,3,3,0.7777777777777778
665,9,7,1,1,0.0
666,9,28,1,3,0.0
