,Source,Dest,Number of SP,SP length,Disparity
273,98,40,1,1,0.0
274,98,44,1,2,0.0
275,98,17,1,1,0.0
276,98,88,1,1,0.0
277,98,89,2,2,50.0
278,98,58,2,2,50.0
279,98,91,1,2,0.0
280,40,44,1,1,0.0
281,40,17,3,2,66.66666666666667
282,40,88,1,2,0.0
283,40,89,4,3,58.335
284,40,58,4,3,58.335
285,40,91,1,3,0.0
286,44,17,9,3,74.07555555555557
287,44,88,1,3,0.0
288,44,89,10,4,60.0
289,44,58,10,4,60.0
290,44,91,1,4,0.0
291,17,88,1,1,0.0
292,17,89,1,1,0.0
293,17,58,1,1,0.0
294,17,91,3,2,66.66666666666667
295,88,89,1,1,0.0
296,88,58,1,1,0.0
297,88,91,1,1,0.0
298,89,58,1,1,0.0
299,89,91,1,1,0.0
300,58,91,1,1,0.0
