,Source,Dest,Number of SP,SP length,Disparity
466,4,38,1,1,0.0
467,4,12,1,1,0.0
468,4,2,1,1,0.0
469,33,38,1,1,0.0
470,33,12,1,1,0.0
471,33,2,3,2,1.0
472,38,12,1,1,0.0
473,38,2,1,1,0.0
474,12,2,1,1,0.0
475,1,34,1,1,0.0
476,1,10,1,1,0.0
477,1,36,10,5,0.6133333333333333
478,1,0,7,5,0.5809523809523812
479,34,10,1,1,0.0
480,34,36,22,5,0.7532467532467536
481,34,0,16,5,0.7116666666666664
482,10,36,54,6,0.7819706498951788
483,10,0,39,6,0.7435897435897442
484,36,0,1,1,0.0
485,47,37,1,1,0.0
486,47,21,1,1,0.0
487,47,31,1,1,0.0
488,47,18,1,5,0.0
489,37,21,1,1,0.0
490,37,31,1,1,0.0
491,37,18,1,4,0.0
492,21,31,1,1,0.0
493,21,18,9,5,0.588888888888889
494,31,18,4,5,0.5333333333333333
495,47,40,1,1,0.0
496,47,45,2,2,1.0
497,47,42,1,2,0.0
498,47,25,12,3,0.8686868686868683
499,40,45,1,1,0.0
500,40,42,6,2,1.0
501,40,25,4,2,1.0
502,45,42,1,1,0.0
503,45,25,1,1,0.0
504,42,25,1,1,0.0
505,22,9,1,1,0.0
506,22,7,2,2,1.0
507,22,43,4,3,0.777777777777778
508,22,14,3,2,1.0
509,9,7,1,1,0.0
510,9,43,1,2,0.0
511,9,14,2,2,1.0
512,7,43,1,1,0.0
513,7,14,7,3,0.9047619047619049
514,43,14,4,3,0.777777777777778
515,44,24,1,1,0.0
516,44,35,2,2,1.0
517,44,10,3,3,0.7777777777777778
518,44,19,4,5,0.5333333333333333
519,24,35,1,1,0.0
520,24,10,1,2,0.0
521,24,19,6,5,0.6133333333333334
522,35,10,1,1,0.0
523,35,19,2,4,0.5
524,10,19,4,5,0.5333333333333333
525,41,17,1,1,0.0
526,41,20,1,1,0.0
527,41,6,2,2,1.0
528,41,23,1,1,0.0
529,17,20,1,1,0.0
530,17,6,1,2,0.0
531,17,23,3,2,1.0
532,20,6,1,1,0.0
533,20,23,1,1,0.0
534,6,23,1,1,0.0
535,33,38,1,1,0.0
536,33,18,1,2,0.0
537,33,12,1,1,0.0
538,33,30,1,2,0.0
539,38,18,1,1,0.0
540,38,12,1,1,0.0
541,38,30,1,3,0.0
542,18,12,2,2,1.0
543,18,30,1,4,0.0
544,12,30,2,3,0.6666666666666667
545,1,34,1,1,0.0
546,1,32,1,1,0.0
547,1,49,2,2,1.0
548,1,31,26,6,0.745641025641026
549,34,32,1,1,0.0
550,34,49,2,2,1.0
551,34,31,3,5,0.6
552,32,49,1,1,0.0
553,32,31,23,6,0.7121212121212126
554,49,31,29,7,0.7009148486981006
555,29,5,1,1,0.0
556,37,27,1,1,0.0
557,37,21,1,1,0.0
558,27,21,1,1,0.0
559,15,16,1,1,0.0
560,15,48,1,2,0.0
561,15,36,1,3,0.0
562,15,0,4,3,0.8333333333333334
563,16,48,1,1,0.0
564,16,36,1,2,0.0
565,16,0,1,2,0.0
566,48,36,1,1,0.0
567,48,0,1,1,0.0
568,36,0,1,1,0.0
569,46,11,1,1,0.0
570,39,13,1,1,0.0
571,39,28,1,2,0.0
572,13,28,1,1,0.0
573,3,4,1,1,0.0
574,3,2,1,1,0.0
575,3,8,1,1,0.0
576,4,2,1,1,0.0
577,4,8,2,2,1.0
578,2,8,1,1,0.0
579,31,21,1,1,0.0
580,31,27,3,2,1.0
581,21,27,1,1,0.0
582,29,5,1,1,0.0
583,48,33,1,1,0.0
584,48,17,2,2,1.0
585,48,12,1,2,0.0
586,48,38,1,2,0.0
587,33,17,1,1,0.0
588,33,12,1,1,0.0
589,33,38,1,1,0.0
590,17,12,1,1,0.0
591,17,38,2,2,1.0
592,12,38,1,1,0.0
593,16,4,1,1,0.0
594,16,3,1,2,0.0
595,16,1,1,3,0.0
596,16,44,4,4,0.5833333333333334
597,4,3,1,1,0.0
598,4,1,1,2,0.0
599,4,44,2,4,0.75
600,3,1,1,1,0.0
601,3,44,1,3,0.0
602,1,44,3,3,0.7777777777777778
603,2,8,1,1,0.0
604,2,32,2,2,1.0
605,2,10,4,3,0.7777777777777778
606,2,49,2,3,0.6666666666666667
607,8,32,1,1,0.0
608,8,10,1,2,0.0
609,8,49,1,2,0.0
610,32,10,1,1,0.0
611,32,49,1,1,0.0
612,10,49,1,1,0.0
613,0,13,1,1,0.0
614,0,28,2,2,1.0
615,0,36,1,1,0.0
616,0,18,2,4,0.5
617,13,28,1,1,0.0
618,13,36,1,1,0.0
619,13,18,1,3,0.0
620,28,36,1,1,0.0
621,28,18,1,3,0.0
622,36,18,3,4,0.5
623,9,45,1,1,0.0
624,9,25,1,1,0.0
625,9,22,1,1,0.0
626,9,39,1,4,0.0
627,45,25,1,1,0.0
628,45,22,1,1,0.0
629,45,39,1,4,0.0
630,25,22,1,1,0.0
631,25,39,1,4,0.0
632,22,39,5,5,0.5399999999999999
633,42,14,1,1,0.0
634,42,19,5,2,1.0
635,42,43,3,2,1.0
636,14,19,1,1,0.0
637,14,43,4,3,0.777777777777778
638,19,43,1,3,0.0
639,37,15,1,1,0.0
640,37,24,2,5,0.4
641,37,6,1,4,0.0
642,15,24,9,5,0.6444444444444445
643,15,6,5,4,0.65
644,24,6,1,1,0.0
645,30,40,1,1,0.0
646,30,47,3,2,1.0
647,30,35,1,4,0.0
648,40,47,1,1,0.0
649,40,35,17,5,0.6705882352941173
650,47,35,1,5,0.0
651,23,41,1,1,0.0
652,23,20,1,1,0.0
653,23,34,2,2,1.0
654,23,7,1,1,0.0
655,41,20,1,1,0.0
656,41,34,1,2,0.0
657,41,7,1,1,0.0
658,20,34,1,1,0.0
659,20,7,1,1,0.0
660,34,7,1,2,0.0
661,9,22,1,1,0.0
662,9,45,1,1,0.0
663,9,40,1,2,0.0
664,9,47,2,3,0.6666666666666667
665,22,45,1,1,0.0
666,22,40,2,2,1.0
667,22,47,4,3,0.7777777777777778
668,45,40,1,1,0.0
669,45,47,2,2,1.0
670,40,47,1,1,0.0
671,25,19,1,1,0.0
672,25,15,5,2,1.0
673,25,16,1,2,0.0
674,25,14,1,1,0.0
675,19,15,1,1,0.0
676,19,16,1,2,0.0
677,19,14,1,1,0.0
678,15,16,1,1,0.0
679,15,14,1,1,0.0
680,16,14,2,2,1.0
681,41,17,1,1,0.0
682,41,20,1,1,0.0
683,41,28,2,3,0.6666666666666667
684,17,20,1,1,0.0
685,17,28,1,2,0.0
686,20,28,3,3,0.6666666666666666
687,3,38,1,1,0.0
688,3,33,3,2,1.0
689,3,48,4,3,0.777777777777778
690,3,36,10,4,0.7666666666666667
691,38,33,1,1,0.0
692,38,48,1,2,0.0
693,38,36,3,3,0.6666666666666666
694,33,48,1,1,0.0
695,33,36,3,2,1.0
696,48,36,1,1,0.0
697,4,2,1,1,0.0
698,4,8,2,2,1.0
699,4,27,3,3,0.7777777777777778
700,4,1,1,2,0.0
701,2,8,1,1,0.0
702,2,27,6,4,0.7
703,2,1,1,2,0.0
704,8,27,12,5,0.6606060606060605
705,8,1,2,2,1.0
706,27,1,10,5,0.7555555555555558
707,34,32,1,1,0.0
708,34,10,1,1,0.0
709,34,49,2,2,1.0
710,32,10,1,1,0.0
711,32,49,1,1,0.0
712,10,49,1,1,0.0
713,6,35,1,1,0.0
714,6,24,1,1,0.0
715,6,44,1,1,0.0
716,35,24,1,1,0.0
717,35,44,2,2,1.0
718,24,44,1,1,0.0
719,23,7,1,1,0.0
720,23,43,2,2,1.0
721,23,12,1,2,0.0
722,23,0,3,4,0.5833333333333334
723,7,43,1,1,0.0
724,7,12,1,1,0.0
725,7,0,3,3,0.7777777777777778
726,43,12,1,1,0.0
727,43,0,3,3,0.7777777777777778
728,12,0,2,3,0.6666666666666667
729,37,42,1,1,0.0
730,37,30,1,1,0.0
731,37,21,1,1,0.0
732,37,31,1,1,0.0
733,42,30,1,1,0.0
734,42,21,6,2,1.0
735,42,31,2,2,1.0
736,30,21,1,1,0.0
737,30,31,3,2,1.0
738,21,31,1,1,0.0
739,46,11,1,1,0.0
740,18,13,1,3,0.0
741,18,39,1,4,0.0
742,13,39,1,1,0.0
743,38,12,1,1,0.0
744,38,43,3,2,1.0
745,38,33,1,1,0.0
746,38,7,2,2,1.0
747,12,43,1,1,0.0
748,12,33,1,1,0.0
749,12,7,1,1,0.0
750,43,33,1,1,0.0
751,43,7,1,1,0.0
752,33,7,1,1,0.0
753,47,40,1,1,0.0
754,47,30,3,2,1.0
755,47,42,1,2,0.0
756,40,30,1,1,0.0
757,40,42,6,2,1.0
758,30,42,1,1,0.0
759,11,46,1,1,0.0
760,21,31,1,1,0.0
761,21,0,1,2,0.0
762,31,0,1,1,0.0
763,22,45,1,1,0.0
764,22,27,2,2,1.0
765,22,37,15,3,0.8634920634920638
766,45,27,1,1,0.0
767,45,37,7,2,1.0
768,27,37,1,1,0.0
769,44,24,1,1,0.0
770,44,35,2,2,1.0
771,44,1,3,3,0.7777777777777778
772,44,3,1,3,0.0
773,24,35,1,1,0.0
774,24,1,1,2,0.0
775,24,3,3,3,0.7777777777777778
776,35,1,1,1,0.0
777,35,3,2,2,1.0
778,1,3,1,1,0.0
779,34,6,1,1,0.0
780,34,25,1,3,0.0
781,34,41,1,2,0.0
782,6,25,2,3,0.6666666666666667
783,6,41,2,2,1.0
784,25,41,1,1,0.0
785,39,13,1,1,0.0
786,39,28,1,2,0.0
787,39,36,1,2,0.0
788,39,48,1,2,0.0
789,13,28,1,1,0.0
790,13,36,1,1,0.0
791,13,48,1,1,0.0
792,28,36,1,1,0.0
793,28,48,3,2,1.0
794,36,48,1,1,0.0
795,23,20,1,1,0.0
796,23,17,3,2,1.0
797,23,16,1,2,0.0
798,23,4,5,3,0.7666666666666668
799,20,17,1,1,0.0
800,20,16,3,2,1.0
801,20,4,1,2,0.0
802,17,16,1,1,0.0
803,17,4,4,2,1.0
804,16,4,1,1,0.0
805,19,14,1,1,0.0
806,19,15,1,1,0.0
807,19,9,3,2,1.0
808,19,8,2,5,0.4
809,14,15,1,1,0.0
810,14,9,2,2,1.0
811,14,8,12,5,0.6606060606060605
812,15,9,1,2,0.0
813,15,8,2,4,0.5
814,9,8,2,4,0.5
815,49,32,1,1,0.0
816,49,10,1,1,0.0
817,49,18,3,4,0.5833333333333334
818,49,2,2,3,0.6666666666666667
819,32,10,1,1,0.0
820,32,18,3,3,0.7777777777777778
821,32,2,2,2,1.0
822,10,18,7,4,0.7261904761904762
823,10,2,4,3,0.7777777777777778
824,18,2,1,1,0.0
825,21,40,1,1,0.0
826,21,37,1,1,0.0
827,21,47,1,1,0.0
828,40,37,1,1,0.0
829,40,47,1,1,0.0
830,37,47,1,1,0.0
831,35,6,1,1,0.0
832,35,20,1,1,0.0
833,35,17,1,2,0.0
834,35,0,9,5,0.5833333333333334
835,6,20,1,1,0.0
836,6,17,1,2,0.0
837,6,0,12,5,0.6606060606060604
838,20,17,1,1,0.0
839,20,0,9,4,0.7291666666666666
840,17,0,3,3,0.7777777777777778
841,34,32,1,1,0.0
842,34,8,2,2,1.0
843,32,8,1,1,0.0
844,5,29,1,1,0.0
845,24,44,1,1,0.0
846,24,36,28,6,0.6904761904761901
847,24,48,14,5,0.6813186813186809
848,24,13,7,5,0.5809523809523812
849,44,36,16,6,0.5805555555555556
850,44,48,8,5,0.5571428571428572
851,44,13,4,5,0.46666666666666673
852,36,48,1,1,0.0
853,36,13,1,1,0.0
854,48,13,1,1,0.0
855,30,27,1,1,0.0
856,30,42,1,1,0.0
857,30,45,1,1,0.0
858,30,19,1,1,0.0
859,27,42,1,1,0.0
860,27,45,1,1,0.0
861,27,19,7,2,1.0
862,42,45,1,1,0.0
863,42,19,5,2,1.0
864,45,19,1,1,0.0
865,1,3,1,1,0.0
866,1,12,1,2,0.0
867,1,25,2,4,0.5
868,1,22,2,4,0.5
869,3,12,1,1,0.0
870,3,25,9,4,0.7986111111111112
871,3,22,4,4,0.7083333333333334
872,12,25,5,3,0.8666666666666666
873,12,22,3,3,0.7777777777777778
874,25,22,1,1,0.0
875,10,49,1,1,0.0
876,10,41,2,3,0.6666666666666667
877,10,23,4,3,0.7777777777777778
878,49,41,3,4,0.5833333333333334
879,49,23,6,4,0.7
880,41,23,1,1,0.0
881,9,7,1,1,0.0
882,9,16,1,2,0.0
883,9,15,1,2,0.0
884,9,14,2,2,1.0
885,7,16,1,1,0.0
886,7,15,1,2,0.0
887,7,14,7,3,0.9047619047619049
888,16,15,1,1,0.0
889,16,14,2,2,1.0
890,15,14,1,1,0.0
891,28,33,1,1,0.0
892,28,43,1,2,0.0
893,28,31,2,3,0.6666666666666667
894,33,43,1,1,0.0
895,33,31,4,3,0.888888888888889
896,43,31,12,4,0.8106060606060606
897,38,4,1,1,0.0
898,38,2,1,1,0.0
899,38,18,1,1,0.0
900,38,39,1,3,0.0
901,4,2,1,1,0.0
902,4,18,2,2,1.0
903,4,39,1,3,0.0
904,2,18,1,1,0.0
905,2,39,3,4,0.5
906,18,39,1,4,0.0
907,27,42,1,1,0.0
908,27,37,1,1,0.0
909,27,47,3,2,1.0
910,27,38,1,3,0.0
911,42,37,1,1,0.0
912,42,47,1,2,0.0
913,42,38,1,2,0.0
914,37,47,1,1,0.0
915,37,38,1,3,0.0
916,47,38,1,4,0.0
917,30,21,1,1,0.0
918,30,45,1,1,0.0
919,30,40,1,1,0.0
920,21,45,1,1,0.0
921,21,40,1,1,0.0
922,45,40,1,1,0.0
923,36,28,1,1,0.0
924,36,33,3,2,1.0
925,36,12,3,3,0.6666666666666666
926,36,2,10,4,0.7666666666666667
927,28,33,1,1,0.0
928,28,12,1,2,0.0
929,28,2,3,3,0.6666666666666666
930,33,12,1,1,0.0
931,33,2,3,2,1.0
932,12,2,1,1,0.0
933,0,48,1,1,0.0
934,0,23,3,4,0.5833333333333334
935,0,6,12,5,0.6606060606060606
936,48,23,2,3,0.6666666666666667
