,Source,Dest,Shortest path length,Cutoff length,Not-too-long paths,Efficient paths,Likelihood < 50,Likelihood < 34,Likelihood < 25
88,1,12,6,7,818,818,729,594,343
89,1,14,5,6,113,113,70,37,37
90,1,15,1,2,4,4,4,4,4
91,1,16,3,4,35,35,25,25,9
92,1,17,4,5,178,178,162,108,108
93,1,18,1,2,5,5,5,5,5
94,1,19,5,6,212,212,148,70,70
95,1,20,2,3,9,9,9,4,4
96,1,22,4,5,118,118,104,68,68
97,1,23,3,4,44,44,33,33,15
98,1,24,5,6,238,238,149,64,64
99,1,26,1,2,3,3,3,3,3
100,1,27,2,3,15,15,15,8,8
101,1,28,3,4,9,9,4,4,0
102,1,30,3,4,31,31,19,19,6
103,1,31,6,7,291,291,203,117,31
104,1,32,6,7,183,183,102,39,4
105,1,33,3,4,53,53,41,41,21
106,1,34,4,5,142,142,127,87,87
107,1,35,2,3,6,6,6,3,3
108,1,36,4,5,42,42,29,6,6
109,1,38,4,5,79,79,68,40,40
110,1,39,4,5,320,320,305,276,276
111,1,40,3,4,37,37,25,25,4
112,1,41,3,4,42,42,29,29,6
113,1,42,3,4,31,31,19,19,6
114,1,43,4,5,9,9,4,0,0
115,1,44,2,3,8,8,8,2,2
116,1,45,4,5,99,99,85,56,56
117,1,46,2,3,10,10,10,4,4
118,1,48,3,4,61,61,47,47,22
119,1,50,4,5,230,230,213,147,147
120,1,51,4,5,159,159,144,104,104
121,1,52,1,2,4,4,4,4,4
122,1,55,5,6,212,212,148,70,70
123,1,56,4,5,156,156,143,103,103
124,1,57,5,6,762,762,679,536,536
125,1,58,5,6,227,227,146,73,73
126,1,59,4,5,76,76,61,32,32
127,1,60,2,3,13,13,13,6,6
128,1,62,3,4,36,36,23,23,8
129,1,63,6,7,832,832,743,607,356
130,1,64,7,8,964,964,594,289,60
131,1,65,5,6,202,202,119,48,48
132,1,66,4,5,159,159,142,85,85
133,1,67,6,7,1110,1110,1032,825,377
134,1,68,3,4,55,55,43,43,24
135,1,69,4,5,241,241,226,169,169
136,1,70,4,5,141,141,123,72,72
137,1,71,2,3,10,10,10,4,4
138,1,72,4,5,113,113,99,70,70
139,1,73,5,6,224,224,156,72,72
140,1,74,1,2,5,5,5,5,5
141,1,75,5,6,179,179,101,39,39
142,1,77,5,6,616,616,531,405,405
143,1,78,3,4,49,49,36,36,16
144,1,79,8,9,818,818,594,98,98
145,1,80,4,5,282,282,268,216,216
146,1,81,5,6,216,216,131,52,52
147,1,82,7,8,964,964,594,289,60
148,1,83,7,8,1110,1110,825,377,58
149,1,84,1,2,3,3,3,3,3
150,1,87,4,5,272,272,253,203,203
151,1,88,5,6,431,431,329,191,191
152,1,89,5,6,227,227,146,73,73
153,1,90,3,4,48,48,37,37,19
154,1,91,6,7,900,900,773,550,264
155,1,93,5,6,99,99,56,23,23
156,1,94,6,7,1110,1110,1032,825,377
157,1,95,7,8,818,818,594,343,98
158,1,96,3,4,9,9,4,4,0
159,1,97,3,4,33,33,22,22,8
160,1,98,4,5,204,204,187,122,122
161,2,5,2,3,16,16,16,8,8
162,2,6,4,5,84,84,67,27,27
163,2,7,3,4,19,19,12,12,3
164,2,8,4,5,153,153,139,100,100
165,2,9,4,5,116,116,98,41,41
166,2,11,1,2,3,3,3,3,3
167,2,12,5,6,58,58,20,5,5
168,2,14,5,6,36,36,7,2,2
169,2,15,4,5,39,39,26,8,8
170,2,16,4,5,45,45,33,17,17
171,2,17,2,3,9,9,9,3,3
172,2,18,3,4,27,27,16,16,3
173,2,19,3,4,12,12,4,4,0
174,2,20,5,6,110,110,64,28,28
175,2,22,5,6,279,279,233,190,190
176,2,23,3,4,9,9,1,1,0
177,2,24,3,4,13,13,5,5,0
178,2,26,5,6,222,222,135,48,48
179,2,27,4,5,142,142,129,92,92
180,2,28,6,7,110,110,64,28,6
181,2,30,4,5,157,157,140,114,114
182,2,31,4,5,16,16,7,1,1
183,2,32,6,7,171,171,79,22,3
184,2,33,3,4,15,15,4,4,1
185,2,34,5,6,425,425,354,284,284
186,2,35,5,6,157,157,104,54,54
187,2,36,2,3,3,3,3,0,0
188,2,38,4,5,11,11,2,0,0
189,2,39,2,3,6,6,6,1,1
190,2,40,2,3,12,12,12,5,5
191,2,41,1,2,3,3,3,3,3
192,2,42,3,4,16,16,4,4,1
193,2,43,7,8,110,110,28,6,0
194,2,44,2,3,7,7,7,2,2
195,2,45,5,6,309,309,251,199,199
196,2,46,3,4,45,45,33,33,13
197,2,48,2,3,17,17,17,7,7
198,2,50,1,2,3,3,3,3,3
199,2,51,2,3,9,9,9,3,3
200,2,52,3,4,34,34,23,23,7
201,2,55,3,4,12,12,4,4,0
202,2,56,4,5,37,37,22,5,5
203,2,57,4,5,48,48,33,10,10
204,2,58,3,4,12,12,4,4,0
205,2,59,3,4,26,26,19,19,7
206,2,60,3,4,74,74,61,61,22
207,2,62,3,4,15,15,4,4,1
208,2,63,5,6,67,67,20,5,5
209,2,64,5,6,52,52,19,4,4
210,2,65,5,6,210,210,116,38,38
211,2,66,3,4,15,15,5,5,1
212,2,67,4,5,44,44,35,22,22
213,2,68,2,3,15,15,15,8,8
214,2,69,4,5,92,92,80,26,26
215,2,70,4,5,104,104,86,30,30
216,2,71,4,5,182,182,169,138,138
217,2,72,4,5,36,36,22,7,7
218,2,73,3,4,13,13,4,4,0
219,2,74,4,5,71,71,57,29,29
220,2,75,5,6,163,163,76,22,22
221,2,77,4,5,47,47,33,13,13
222,2,78,2,3,18,18,18,8,8
223,2,79,7,8,58,58,5,0,0
224,2,80,3,4,15,15,4,4,1
225,2,81,4,5,20,20,8,2,2
226,2,82,5,6,52,52,19,4,4
227,2,83,5,6,44,44,22,6,6
228,2,84,3,4,34,34,23,23,7
229,2,87,3,4,23,23,11,11,4
230,2,88,3,4,23,23,14,14,4
231,2,89,3,4,12,12,4,4,0
232,2,90,4,5,123,123,110,91,91
233,2,91,4,5,48,48,38,18,18
234,2,93,6,7,309,309,251,199,78
235,2,94,4,5,44,44,35,22,22
236,2,95,6,7,58,58,20,5,0
237,2,96,6,7,110,110,64,28,6
238,2,97,3,4,28,28,20,20,10
239,2,98,2,3,11,11,11,4,4
240,5,6,3,4,48,48,39,39,23
241,5,7,3,4,36,36,26,26,11
242,5,8,2,3,15,15,15,7,7
243,5,9,3,4,23,23,12,12,5
244,5,11,1,2,6,6,6,6,6
245,5,12,5,6,148,148,87,40,40
246,5,14,5,6,198,198,156,113,113
247,5,15,2,3,9,9,9,3,3
248,5,16,3,4,39,39,30,30,14
249,5,17,2,3,24,24,24,15,15
250,5,18,1,2,4,4,4,4,4
251,5,19,3,4,21,21,11,11,0
252,5,20,3,4,21,21,14,14,5
253,5,22,4,5,148,148,135,100,100
254,5,23,3,4,64,64,54,54,36
255,5,24,3,4,34,34,23,23,2
256,5,26,3,4,39,39,29,29,6
257,5,27,2,3,14,14,14,8,8
258,5,28,4,5,21,21,14,5,5
259,5,30,3,4,55,55,43,43,28
260,5,31,4,5,47,47,35,11,11
261,5,32,6,7,547,547,468,323,173
262,5,33,3,4,85,85,74,74,54
263,5,34,4,5,196,196,182,143,143
264,5,35,3,4,20,20,14,14,3
265,5,36,2,3,6,6,6,0,0
266,5,38,4,5,103,103,93,66,66
267,5,39,2,3,12,12,12,4,4
268,5,40,1,2,5,5,5,5,5
269,5,41,1,2,6,6,6,6,6
270,5,42,3,4,67,67,55,55,40
271,5,43,5,6,21,21,5,0,0
272,5,44,1,2,4,4,4,4,4
273,5,45,4,5,139,139,126,97,97
274,5,46,2,3,28,28,28,19,19
275,5,48,1,2,7,7,7,7,7
276,5,50,2,3,28,28,28,18,18
277,5,51,2,3,16,16,16,8,8
278,5,52,1,2,4,4,4,4,4
279,5,55,3,4,21,21,11,11,0
280,5,56,4,5,239,239,227,188,188
281,5,57,4,5,135,135,117,74,74
282,5,58,3,4,34,34,23,23,3
283,5,59,2,3,10,10,10,2,2
284,5,60,1,2,6,6,6,6,6
285,5,62,3,4,69,69,56,56,39
286,5,63,5,6,168,168,95,37,37
287,5,64,5,6,145,145,81,24,24
288,5,65,5,6,645,645,564,394,394
289,5,66,3,4,37,37,24,24,8
290,5,67,4,5,80,80,68,49,49
291,5,68,1,2,5,5,5,5,5
292,5,69,4,5,439,439,425,370,370
293,5,70,4,5,362,362,346,262,262
294,5,71,2,3,12,12,12,6,6
295,5,72,4,5,198,198,185,156,156
296,5,73,3,4,23,23,12,12,0
297,5,74,2,3,12,12,12,5,5
298,5,75,5,6,525,525,450,312,312
299,5,77,4,5,120,120,103,64,64
300,5,78,1,2,6,6,6,6,6
301,5,79,7,8,148,148,40,5,0
302,5,80,3,4,50,50,36,36,19
303,5,81,4,5,48,48,33,13,13
304,5,82,5,6,145,145,81,24,24
305,5,83,5,6,80,80,49,19,19
306,5,84,1,2,4,4,4,4,4
307,5,87,3,4,59,59,44,44,21
308,5,88,3,4,61,61,49,49,18
309,5,89,3,4,34,34,23,23,3
310,5,90,3,4,63,63,53,53,35
311,5,91,4,5,132,132,119,73,73
312,5,93,5,6,139,139,97,54,54
313,5,94,4,5,80,80,68,49,49
314,5,95,6,7,148,148,87,40,5
315,5,96,4,5,21,21,14,5,5
316,5,97,2,3,8,8,8,2,2
317,5,98,2,3,27,27,27,17,17
318,6,7,3,4,89,89,74,74,35
319,6,8,3,4,21,21,12,12,2
320,6,9,2,3,41,41,41,26,26
321,6,11,4,5,300,300,286,258,258
322,6,12,4,5,214,214,202,171,171
323,6,14,2,3,5,5,5,0,0
324,6,15,3,4,17,17,9,9,3
325,6,16,2,3,22,22,22,15,15
326,6,17,5,6,1156,1156,1074,950,950
327,6,18,2,3,8,8,8,2,2
328,6,19,4,5,215,215,198,138,138
329,6,20,4,5,45,45,36,22,22
330,6,22,1,2,5,5,5,5,5
331,6,23,2,3,49,49,49,41,41
332,6,24,6,7,1377,1377,1275,1112,643
333,6,26,3,4,13,13,9,9,3
334,6,27,1,2,4,4,4,4,4
335,6,28,5,6,45,45,22,8,8
336,6,30,1,2,9,9,9,9,9
337,6,31,7,8,1637,1637,1381,889,160
338,6,32,4,5,57,57,46,29,29
339,6,33,1,2,7,7,7,7,7
340,6,34,1,2,6,6,6,6,6
341,6,35,2,3,4,4,4,0,0
342,6,36,5,6,195,195,148,105,105
343,6,38,3,4,71,71,63,63,39
344,6,39,2,3,42,42,42,29,29
345,6,40,4,5,109,109,96,65,65
346,6,41,4,5,195,195,181,148,148
347,6,42,2,3,73,73,73,55,55
348,6,43,6,7,45,45,22,8,0
349,6,44,3,4,13,13,6,6,2
350,6,45,1,2,5,5,5,5,5
351,6,46,3,4,41,41,32,32,16
352,6,48,4,5,321,321,306,272,272
353,6,50,3,4,58,58,43,43,8
354,6,51,3,4,114,114,97,97,46
355,6,52,2,3,13,13,13,6,6
356,6,55,4,5,225,225,206,142,142
357,6,56,1,2,4,4,4,4,4
358,6,57,2,3,13,13,13,5,5
359,6,58,6,7,1363,1363,1270,1129,676
360,6,59,5,6,388,388,334,248,248
361,6,60,3,4,46,46,36,36,17
362,6,62,1,2,7,7,7,7,7
363,6,63,4,5,214,214,201,146,146
364,6,64,8,9,5667,5667,5186,2448,2448
365,6,65,3,4,63,63,52,52,33
366,6,66,2,3,40,40,40,26,26
367,6,67,4,5,113,113,96,51,51
368,6,68,3,4,126,126,110,110,60
369,6,69,2,3,45,45,45,33,33
370,6,70,2,3,36,36,36,30,30
371,6,71,1,2,6,6,6,6,6
372,6,72,1,2,5,5,5,5,5
373,6,73,4,5,237,237,217,150,150
374,6,74,3,4,28,28,19,19,8
375,6,75,3,4,53,53,43,43,27
376,6,77,3,4,151,151,139,139,96
377,6,78,4,5,440,440,426,397,397
378,6,79,6,7,214,214,171,94,0
379,6,80,1,2,5,5,5,5,5
380,6,81,3,4,63,63,53,53,33
381,6,82,8,9,5667,5667,5186,2448,2448
382,6,83,5,6,113,113,51,6,6
383,6,84,2,3,13,13,13,6,6
384,6,87,2,3,55,55,55,39,39
385,6,88,6,7,2600,2600,2485,2265,1646
386,6,89,6,7,1363,1363,1270,1129,676
387,6,90,1,2,9,9,9,9,9
388,6,91,7,8,5393,5393,4934,4082,2322
389,6,93,2,3,5,5,5,0,0
390,6,94,4,5,113,113,96,51,51
391,6,95,5,6,214,214,171,94,94
392,6,96,5,6,45,45,22,8,8
393,6,97,2,3,61,61,61,43,43
394,6,98,5,6,1237,1237,1142,992,992
395,7,8,4,5,67,67,57,35,35
396,7,9,2,3,14,14,14,5,5
397,7,11,3,4,46,46,37,37,18
398,7,12,3,4,11,11,4,4,0
399,7,14,4,5,53,53,42,18,18
400,7,15,5,6,189,189,147,69,69
401,7,16,3,4,33,33,23,23,9
402,7,17,3,4,18,18,8,8,3
403,7,18,4,5,123,123,110,88,88
404,7,19,1,2,3,3,3,3,3
405,7,20,6,7,618,618,559,440,271
406,7,22,4,5,311,311,296,222,222
407,7,23,2,3,7,7,7,1,1
408,7,24,4,5,20,20,9,3,3
409,7,26,5,6,114,114,77,54,54
410,7,27,3,4,45,45,35,35,14
411,7,28,7,8,618,618,440,271,76
412,7,30,2,3,14,14,14,7,7
413,7,31,5,6,25,25,4,0,0
414,7,32,4,5,26,26,16,5,5
415,7,33,2,3,15,15,15,6,6
416,7,34,3,4,32,32,21,21,9
417,7,35,4,5,45,45,35,14,14
418,7,36,4,5,33,33,25,11,11
419,7,38,3,4,9,9,2,2,0
420,7,39,1,2,3,3,3,3,3
421,7,40,4,5,179,179,166,124,124
422,7,41,3,4,33,33,25,25,11
423,7,42,2,3,18,18,18,8,8
424,7,43,8,9,618,618,440,76,76
425,7,44,4,5,89,89,79,59,59
426,7,45,3,4,24,24,14,14,4
427,7,46,3,4,19,19,11,11,2
428,7,48,3,4,40,40,29,29,13
429,7,50,2,3,11,11,11,6,6
430,7,51,1,2,5,5,5,5,5
431,7,52,4,5,258,258,245,207,207
432,7,55,1,2,5,5,5,5,5
433,7,56,3,4,51,51,38,38,17
434,7,57,2,3,8,8,8,1,1
435,7,58,4,5,21,21,9,3,3
436,7,59,4,5,58,58,46,27,27
437,7,60,3,4,30,30,20,20,7
438,7,62,2,3,16,16,16,7,7
439,7,63,3,4,12,12,5,5,0
440,7,64,6,7,86,86,39,14,3
441,7,65,3,4,32,32,22,22,7
442,7,66,1,2,2,2,2,2,2
443,7,67,1,2,3,3,3,3,3
444,7,68,2,3,13,13,13,7,7
445,7,69,3,4,101,101,91,91,45
446,7,70,2,3,13,13,13,5,5
447,7,71,3,4,105,105,93,93,41
448,7,72,3,4,53,53,42,42,18
449,7,73,1,2,6,6,6,6,6
450,7,74,5,6,429,429,374,259,259
451,7,75,3,4,24,24,15,15,5
452,7,77,2,3,8,8,8,2,2
453,7,78,2,3,9,9,9,2,2
454,7,79,5,6,11,11,0,0,0
455,7,80,2,3,18,18,18,9,9
456,7,81,2,3,4,4,4,0,0
457,7,82,6,7,86,86,39,14,3
458,7,83,2,3,3,3,3,0,0
459,7,84,4,5,263,263,250,210,210
460,7,87,2,3,22,22,22,12,12
461,7,88,4,5,39,39,26,11,11
462,7,89,4,5,21,21,9,3,3
463,7,90,3,4,115,115,103,103,47
464,7,91,5,6,82,82,38,14,14
465,7,93,4,5,24,24,14,4,4
466,7,94,1,2,3,3,3,3,3
467,7,95,4,5,11,11,4,0,0
468,7,96,7,8,618,618,440,271,76
469,7,97,2,3,18,18,18,8,8
470,7,98,3,4,18,18,8,8,3
471,8,9,4,5,102,102,91,72,72
472,8,11,3,4,64,64,52,52,28
473,8,12,6,7,600,600,524,433,285
474,8,14,5,6,64,64,32,10,10
475,8,15,3,4,23,23,15,15,5
476,8,16,3,4,19,19,10,10,2
477,8,17,3,4,32,32,23,23,10
478,8,18,2,3,10,10,10,3,3
479,8,19,4,5,33,33,23,9,9
480,8,20,4,5,58,58,49,30,30
481,8,22,4,5,61,61,48,23,23
482,8,23,3,4,25,25,15,15,4
483,8,24,4,5,40,40,30,15,15
484,8,26,3,4,15,15,8,8,2
485,8,27,2,3,8,8,8,2,2
486,8,28,5,6,58,58,30,8,8
487,8,30,3,4,18,18,7,7,2
488,8,31,5,6,53,53,22,5,5
489,8,32,6,7,122,122,60,33,10
490,8,33,3,4,31,31,20,20,6
491,8,34,4,5,76,76,62,34,34
492,8,35,3,4,9,9,3,3,0
493,8,36,4,5,52,52,43,25,25
494,8,38,4,5,44,44,34,16,16
495,8,39,3,4,26,26,18,18,9
496,8,40,3,4,44,44,35,35,20
497,8,41,3,4,52,52,43,43,25
498,8,42,3,4,20,20,9,9,4
499,8,43,6,7,58,58,30,8,0
500,8,44,3,4,34,34,23,23,8
501,8,45,4,5,51,51,38,19,19
502,8,46,1,2,3,3,3,3,3
503,8,48,2,3,11,11,11,6,6
504,8,50,3,4,37,37,28,28,14
505,8,51,3,4,25,25,17,17,6
506,8,52,2,3,15,15,15,10,10
507,8,55,4,5,33,33,23,9,9
508,8,56,4,5,84,84,72,42,42
509,8,57,5,6,550,550,474,388,388
510,8,58,4,5,41,41,30,14,14
511,8,59,3,4,14,14,8,8,1
512,8,60,1,2,3,3,3,3,3
513,8,62,3,4,22,22,10,10,4
514,8,63,6,7,634,634,546,435,270
515,8,64,6,7,172,172,115,56,14
516,8,65,5,6,142,142,78,45,45
517,8,66,4,5,128,128,115,89,89
518,8,67,5,6,136,136,96,52,52
519,8,68,2,3,11,11,11,6,6
520,8,69,4,5,145,145,131,87,87
521,8,70,4,5,92,92,75,39,39
522,8,71,2,3,7,7,7,2,2
523,8,72,4,5,64,64,51,32,32
524,8,73,4,5,36,36,25,10,10
525,8,74,3,4,35,35,28,28,12
526,8,75,5,6,120,120,60,33,33
527,8,77,5,6,458,458,388,310,310
528,8,78,2,3,9,9,9,3,3
529,8,79,8,9,600,600,433,76,76
530,8,80,4,5,195,195,181,153,153
531,8,81,5,6,176,176,129,93,93
532,8,82,6,7,172,172,115,56,14
533,8,83,6,7,136,136,96,52,15
534,8,84,1,2,3,3,3,3,3
535,8,87,4,5,203,203,188,153,153
536,8,88,4,5,75,75,63,38,38
537,8,89,4,5,41,41,30,14,14
538,8,90,3,4,27,27,17,17,4
539,8,91,5,6,160,160,107,52,52
540,8,93,5,6,51,51,19,4,4
541,8,94,5,6,136,136,96,52,52
542,8,95,7,8,600,600,433,285,76
543,8,96,5,6,58,58,30,8,8
544,8,97,3,4,27,27,21,21,12
545,8,98,3,4,34,34,25,25,12
546,9,11,3,4,23,23,12,12,6
547,9,12,3,4,45,45,37,37,20
548,9,14,2,3,3,3,3,0,0
549,9,15,5,6,638,638,510,279,279
550,9,16,3,4,146,146,129,129,79
551,9,17,4,5,83,83,70,58,58
552,9,18,4,5,381,381,361,269,269
553,9,19,3,4,30,30,19,19,12
554,9,20,5,6,118,118,57,29,29
555,9,22,3,4,139,139,120,120,52
556,9,23,2,3,32,32,32,19,19
557,9,24,5,6,93,93,66,39,39
558,9,26,5,6,491,491,387,222,222
559,9,27,3,4,230,230,212,212,132
560,9,28,6,7,118,118,57,29,10
561,9,30,1,2,7,7,7,7,7
562,9,31,6,7,111,111,80,50,9
563,9,32,3,4,14,14,7,7,0
564,9,33,2,3,60,60,60,45,45
565,9,34,2,3,18,18,18,7,7
566,9,35,4,5,230,230,212,132,132
567,9,36,5,6,194,194,110,60,60
568,9,38,3,4,41,41,27,27,6
569,9,39,2,3,52,52,52,38,38
570,9,40,4,5,81,81,66,31,31
571,9,41,4,5,194,194,178,123,123
572,9,42,1,2,7,7,7,7,7
573,9,43,7,8,118,118,29,10,0
574,9,44,4,5,60,60,46,33,33
575,9,45,2,3,15,15,15,5,5
576,9,46,3,4,20,20,11,11,4
577,9,48,3,4,18,18,6,6,1
578,9,50,3,4,81,81,65,65,17
579,9,51,2,3,14,14,14,6,6
580,9,52,3,4,59,59,44,44,12
581,9,55,3,4,32,32,19,19,12
582,9,56,2,3,21,21,21,13,13
583,9,57,1,2,4,4,4,4,4
584,9,58,5,6,95,95,42,21,21
585,9,59,4,5,22,22,9,2,2
586,9,60,3,4,23,23,12,12,5
587,9,62,2,3,66,66,66,51,51
588,9,63,3,4,45,45,36,36,7
589,9,64,7,8,390,390,257,144,38
590,9,65,2,3,16,16,16,9,9
591,9,66,1,2,8,8,8,8,8
592,9,67,3,4,18,18,7,7,2
593,9,68,2,3,12,12,12,5,5
594,9,69,2,3,36,36,36,23,23
595,9,70,1,2,6,6,6,6,6
596,9,71,2,3,38,38,38,25,25
597,9,72,1,2,3,3,3,3,3
598,9,73,3,4,34,34,20,20,13
599,9,74,4,5,87,87,70,31,31
600,9,75,2,3,12,12,12,6,6
601,9,77,2,3,29,29,29,21,21
602,9,78,3,4,37,37,27,27,18
603,9,79,5,6,45,45,20,0,0
604,9,80,1,2,9,9,9,9,9
605,9,81,2,3,16,16,16,10,10
606,9,82,7,8,390,390,257,144,38
607,9,83,4,5,18,18,7,2,2
608,9,84,3,4,59,59,44,44,12
609,9,87,1,2,7,7,7,7,7
610,9,88,5,6,180,180,139,98,98
611,9,89,5,6,95,95,67,39,39
612,9,90,2,3,44,44,44,30,30
613,9,91,6,7,374,374,314,246,137
614,9,93,3,4,15,15,5,5,0
615,9,94,3,4,18,18,7,7,2
616,9,95,4,5,45,45,37,20,20
617,9,96,6,7,118,118,57,29,10
618,9,97,1,2,6,6,6,6,6
619,9,98,4,5,85,85,72,60,60
620,10,29,1,2,1,1,1,1,1
621,11,12,5,6,162,162,104,50,50
622,11,14,5,6,117,117,71,39,39
623,11,15,3,4,16,16,5,5,0
624,11,16,4,5,177,177,163,135,135
625,11,17,1,2,4,4,4,4,4
626,11,18,2,3,11,11,11,2,2
627,11,19,3,4,28,28,18,18,1
628,11,20,4,5,45,45,33,17,17
629,11,22,4,5,49,49,35,22,22
630,11,23,3,4,30,30,20,20,10
631,11,24,2,3,7,7,7,1,1
632,11,26,4,5,90,90,75,30,30
633,11,27,3,4,48,48,37,37,17
634,11,28,5,6,45,45,17,5,5
635,11,30,3,4,33,33,18,18,10
636,11,31,3,4,11,11,4,4,1
637,11,32,6,7,486,486,408,265,111
638,11,33,3,4,46,46,33,33,18
639,11,34,4,5,82,82,63,37,37
640,11,35,4,5,54,54,43,20,20
641,11,36,2,3,7,7,7,0,0
642,11,38,4,5,41,41,30,18,18
643,11,39,2,3,14,14,14,7,7
644,11,40,1,2,5,5,5,5,5
645,11,41,1,2,7,7,7,7,7
646,11,42,3,4,47,47,33,33,17
647,11,43,6,7,45,45,17,5,0
648,11,44,2,3,19,19,19,10,10
649,11,45,4,5,58,58,40,23,23
650,11,46,2,3,19,19,19,9,9
651,11,48,1,2,8,8,8,8,8
652,11,50,1,2,5,5,5,5,5
653,11,51,2,3,20,20,20,12,12
654,11,52,2,3,14,14,14,5,5
655,11,55,3,4,28,28,18,18,1
656,11,56,4,5,123,123,106,73,73
657,11,57,4,5,135,135,118,77,77
658,11,58,2,3,7,7,7,1,1
659,11,59,2,3,12,12,12,7,7
660,11,60,2,3,31,31,31,20,20
661,11,62,3,4,43,43,30,30,15
662,11,63,5,6,183,183,114,50,50
663,11,64,4,5,31,31,22,7,7
664,11,65,5,6,587,587,507,339,339
665,11,66,3,4,40,40,28,28,13
666,11,67,4,5,105,105,94,69,69
667,11,68,1,2,5,5,5,5,5
668,11,69,4,5,272,272,258,183,183
669,11,70,4,5,290,290,274,191,191
670,11,71,3,4,51,51,40,40,24
671,11,72,4,5,117,117,101,71,71
672,11,73,3,4,31,31,20,20,1
673,11,74,3,4,29,29,17,17,5
674,11,75,5,6,460,460,386,250,250
675,11,77,4,5,127,127,111,74,74
676,11,78,1,2,8,8,8,8,8
677,11,79,7,8,162,162,50,9,0
678,11,80,3,4,41,41,28,28,13
679,11,81,4,5,56,56,42,23,23
680,11,82,4,5,31,31,22,7,7
681,11,83,5,6,105,105,69,28,28
682,11,84,2,3,14,14,14,5,5
683,11,87,3,4,58,58,44,44,22
684,11,88,2,3,12,12,12,5,5
685,11,89,2,3,7,7,7,1,1
686,11,90,3,4,25,25,14,14,9
687,11,91,3,4,27,27,19,19,6
688,11,93,5,6,58,58,23,9,9
689,11,94,4,5,105,105,94,69,69
