sat1Name,LLO-2
sat1Smaj,3416.853
sat1Ecc,0.361165175477358
sat1Inc,90.56488010582568
sat1RAAN,237.812822671827
sat1ArgPer,293.35113733919843
sat1TrAnom,0
Time[EpSec],xF[km],yF[km],zF[km],xI[km],yI[km],zI[km]
0.0,980.219707265446,-1171.0758513216865,-1559.6111618391037,-444.1527528953552,-742.7433164672851,-2003.9204071350098
10.0,984.1424602208381,-1183.3956212619903,-1547.8229365063833,-452.7512771224976,-756.2751766662598,-1996.9430536270143
20.0,988.0181674068571,-1195.6598146597846,-1535.9617472330908,-461.32845888519284,-769.7713864440918,-1989.8715652313233
30.0,991.8466526678494,-1207.8678552066867,-1524.028158695695,-469.88389553070067,-783.2313123779297,-1982.7062824783325
40.0,995.6277445206445,-1220.0191722233776,-1512.0227425640169,-478.4171866188049,-796.6543247375488,-1975.447555038452
50.0,999.3612761874817,-1232.1132007857873,-1499.9460773693845,-486.9279340133667,-810.0397976226807,-1968.0957416381837
60.0,1003.0470856167125,-1244.1493818146473,-1487.7987484189273,-495.4157419509888,-823.3871090545655,-1960.6512100067139
70.0,1006.6850155270188,-1256.127162184541,-1475.5813476641358,-503.8802171134949,-836.6956411132812,-1953.1143367919922
80.0,1010.2749134492898,-1268.045994866201,-1463.2944735362266,-512.3209687194824,-849.9647801055909,-1945.4855074539184
90.0,1013.8166316905853,-1279.9053389709925,-1450.938730875339,-520.7376085968018,-863.1939165802002,-1937.7651161956787
100.0,1017.3100274307658,-1291.7046598980182,-1438.5147307702473,-529.1297512435913,-876.3824455413818,-1929.9535658798218
110.0,1020.7549627148516,-1303.443429419611,-1426.0230904428158,-537.4970139160156,-889.5297665252685,-1922.0512679367066
120.0,1024.1513044371418,-1315.1211257562004,-1413.4644331116178,-545.8390167007447,-902.6352836761474,-1914.058642250061
130.0,1027.4989244480264,-1326.7372337152076,-1400.839387831646,-554.1553825759888,-915.698405960083,-1905.9761170730592
140.0,1030.7976994868268,-1338.2912447430888,-1388.148589422117,-562.4457374916077,-928.718547164917,-1897.8041289520263
150.0,1034.0475112245042,-1349.7826570103157,-1375.3926782590152,-570.7097104263306,-941.6951260528565,-1889.5431225662232
160.0,1037.2482462959397,-1361.210975540725,-1362.5723001914573,-578.9469334754943,-954.6275664825439,-1881.1935506896973
170.0,1040.3997963181964,-1372.575712262225,-1349.6881063590613,-587.1570418930054,-967.5152975158692,-1872.7558740386962
180.0,1043.5020578485908,-1383.8763860933884,-1336.7407530609812,-595.3396741828918,-980.3577534790039,-1864.2305611572265
190.0,1046.5549324333576,-1395.1125230059488,-1323.7309016510055,-603.4944721336365,-993.1543740692139,-1855.6180883483887
200.0,1049.5583266147603,-1406.2836561339964,-1310.6592183352764,-611.6210809059143,-1005.9046044921874,-1846.9189395141602
210.0,1052.5121519333716,-1417.3893258367764,-1297.5263740574678,-619.7191490859985,-1018.6078955383301,-1838.1336060638428
220.0,1055.4163249033286,-1428.4290797317396,-1284.3330443675457,-627.7883287315369,-1031.26370362854,-1829.2625867919921
230.0,1058.2707670597906,-1439.4024728131385,-1271.0799092291759,-635.8282754516601,-1043.8714909820558,-1820.3063877410889
240.0,1061.0754049248771,-1450.3090674953817,-1257.7676528955312,-643.8386484527588,-1056.4307256622315,-1811.2655220870972
250.0,1063.8301700239579,-1461.1484336603344,-1244.3969637875057,-651.8191105880737,-1068.940881652832,-1802.1405100402833
260.0,1066.5349988491603,-1471.9201487359433,-1230.9685342950963,-659.7693284301757,-1081.4014389495849,-1792.9318786697388
270.0,1069.1898329182923,-1482.6237977451076,-1217.4830606316705,-667.6889722938538,-1093.811883682251,-1783.6401617965698
280.0,1071.7946186871154,-1493.2589733462953,-1203.941242746431,-675.5777163162231,-1106.1717080993653,-1774.2658998947143
290.0,1074.3493076045422,-1503.8252759030006,-1190.3437840905506,-683.4352384872436,-1118.480410736084,-1764.809639907837
300.0,1076.8538560771597,-1514.3223135316516,-1176.6913914856143,-691.2612207107544,-1130.737496459961,-1755.2719351272583
310.0,1079.3082254608385,-1524.7497021207646,-1162.9847750068907,-699.0553488311767,-1142.9424765167237,-1745.653345085144
320.0,1081.712382032293,-1535.1070653940387,-1149.2246478118523,-706.8173126983643,-1155.0948686065674,-1735.9544354019165
330.0,1084.0662970018434,-1545.394034943827,-1135.4117259636032,-714.5468061981201,-1167.194196975708,-1726.175777633667
340.0,1086.3699464594436,-1555.610250246177,-1121.5467283043872,-722.2435272903442,-1179.2399924316405,-1716.317949142456
350.0,1088.6233113989858,-1565.7553587405926,-1107.630376287973,-729.9071780662537,-1191.23179246521,-1706.3815329666138
360.0,1090.8263776665704,-1575.829015810038,-1093.6633938453574,-737.5374647636413,-1203.1691412506104,-1696.3671176757812
370.0,1092.979135957303,-1585.8308848296024,-1079.6465072008227,-745.1340978126526,-1215.0515897369385,-1686.2752972106935
380.0,1095.0815817509383,-1595.7606371781048,-1065.580444758228,-752.6967918777466,-1226.8786956481933,-1676.1066707611085
390.0,1097.1337153776415,-1605.6179522936204,-1051.4659369085418,-760.2252658729553,-1238.6500236358643,-1665.8618426208495
400.0,1099.1355418846679,-1615.4025176414857,-1037.3037159098096,-767.7192430114746,-1250.3651452026368,-1655.541422027588
410.0,1101.0870710761417,-1625.1140287597445,-1023.0945157133636,-775.1784508209229,-1262.023638824463,-1645.1460230255127
420.0,1102.9883174603947,-1634.752189264655,-1008.8390718233132,-782.6026211776733,-1273.6250899658203,-1634.6762643203735
430.0,1104.8393002352016,-1644.3167108625073,-994.5381211587365,-789.9914903297424,-1285.1690911254882,-1624.1327691497802
440.0,1106.640043241341,-1653.807313344418,-980.1924018723302,-797.3447989196777,-1296.6552418670653,-1613.5161651000976
450.0,1108.3905749302403,-1663.2237245996894,-965.8026532253932,-804.662292011261,-1308.0831488494873,-1602.827083984375
460.0,1110.090928341431,-1672.5656806263028,-951.3696154359145,-811.9437191123963,-1319.4524258728027,-1592.0661616973878
470.0,1111.7411410377372,-1681.8329254958785,-936.8940295360745,-819.188834186554,-1330.762693862915,-1581.23403805542
480.0,1113.3412551352023,-1691.025211393464,-922.3766372113254,-826.3973956680297,-1342.0135809783935,-1570.331356666565
490.0,1114.8913171686577,-1700.1422985721765,-907.8181806665762,-833.5691664962768,-1353.2047225341796,-1559.358764755249
500.0,1116.3913781481606,-1709.1839553686034,-893.2194024799403,-840.7039141044617,-1364.3357611083984,-1548.3169130477904
510.0,1117.8414934487175,-1718.1499581721332,-878.5810454572858,-847.8014104537964,-1375.406346496582,-1537.206455596924
520.0,1119.2417227895473,-1727.040091413983,-863.9038525007235,-854.8614320335388,-1386.4161357421874,-1526.0280496520995
530.0,1120.5921302312865,-1735.8541475671516,-849.188566444229,-861.8837598648071,-1397.3647931976318,-1514.782355506897
540.0,1121.8927840502852,-1744.5919270924574,-834.4359299610659,-868.8681795272827,-1408.2519904327391,-1503.4700363616944
550.0,1123.1437567998207,-1753.2532384631681,-819.6466853707144,-875.8144811439514,-1419.0774063720703,-1492.0917581710814
560.0,1124.3451251491756,-1761.8378980781092,-804.8215745498056,-882.7224594001771,-1429.8407271575927,-1480.648189491272
570.0,1125.496969931067,-1770.3457302941881,-789.9613387586521,-889.5919135437011,-1440.541646270752,-1469.1400013427735
580.0,1126.5993760654758,-1778.7765673684148,-775.0667185319361,-896.4226473770142,-1451.1798644866944,-1457.567867073059
590.0,1127.6524324722284,-1787.1302494156034,-760.1384535618653,-903.2144692726135,-1461.7550898284912,-1445.932462211609
600.0,1128.6562320780233,-1795.4066243871998,-745.1772825272244,-909.9671921539307,-1472.2670376281737,-1434.2344643096924
610.0,1129.6108717585857,-1803.605548056114,-730.1839430001501,-916.6806335105896,-1482.7154305114746,-1422.474552833557
620.0,1130.5164522281464,-1811.7268839275189,-715.1591713063046,-923.3546153831481,-1493.0999983215331,-1410.6534089813233
630.0,1131.3730780861188,-1819.7705032506633,-700.1037023914164,-929.9889643554687,-1503.4204782104491,-1398.7717155761718
640.0,1132.1808576718881,-1827.736284933569,-685.0182697408857,-936.583511554718,-1513.6766145172119,-1386.830156929016
650.0,1132.939903079418,-1835.6241155307632,-669.9036051958923,-943.1380926361084,-1523.8681588439943,-1374.8294186706544
660.0,1133.6503300675904,-1843.4338891734292,-654.7604388768697,-949.6525477752685,-1533.9948699798583,-1362.7701876373292
670.0,1134.3122580291163,-1851.1655075373988,-639.5894990778969,-956.1267216606141,-1544.0565139007567,-1350.6531517562867
680.0,1134.9258099184815,-1858.8188797873252,-624.3915121036744,-962.5604634742737,-1554.0528637542725,-1338.478999862671
690.0,1135.4911121967,-1866.3939225098788,-609.1672022083463,-968.9536268844605,-1563.983699798584,-1326.2484216079713
700.0,1136.008294798095,-1873.890559683693,-593.9172914363394,-975.3060700187683,-1573.8488094329834,-1313.9621072998048
710.0,1136.4774910467797,-1881.3087226064754,-578.6424995725743,-981.6176554679871,-1583.6479871063232,-1301.6207478103638
720.0,1136.8988376262905,-1888.6483498508728,-563.3435439694459,-987.8882502479553,-1593.381034347534,-1289.2250344009399
730.0,1137.2724745221817,-1895.9093872001856,-548.0211394927696,-994.1177257881164,-1603.04775970459,-1276.7756586380006
740.0,1137.5985449212837,-1903.0917875656905,-532.6759984101604,-1000.3059579162598,-1612.647978668213,-1264.2733122406005
750.0,1137.877195222688,-1910.1955109744742,-517.3088302554976,-1006.4528268318177,-1622.1815137329102,-1251.718686958313
760.0,1138.108574931285,-1917.220524450556,-501.9203417972301,-1012.5582170791625,-1631.6481942596436,-1239.1124744796753
770.0,1138.2928366302947,-1924.16680200474,-486.5112368658695,-1018.6220175437927,-1641.0478565216065,-1226.4553662643432
780.0,1138.4301358751425,-1931.0343245013569,-471.0822163228515,-1024.6441213989258,-1650.3803435668945,-1213.748053451538
790.0,1138.5206312198684,-1937.8230796748642,-455.6339779397781,-1030.6244261054992,-1659.6455052947997,-1200.9912267608643
800.0,1138.5644840691061,-1944.5330619822314,-440.16721630234713,-1036.5628333702086,-1668.8431983032226,-1188.185576324463
810.0,1138.5618586782248,-1951.1642725844129,-424.68262274843687,-1042.459249130249,-1677.9732859039307,-1175.3317916259766
820.0,1138.5129220800147,-1957.7167192537272,-409.1808852653367,-1048.3135835113526,-1687.0356380615235,-1162.4305613632202
830.0,1138.4178440287694,-1964.190416311044,-393.66268841600595,-1054.1257508049011,-1696.0301313476562,-1149.482573348999
840.0,1138.27679690971,-1970.5853845432316,-378.1287132415597,-1059.8956694526673,-1704.956648864746,-1136.4885143737793
850.0,1138.0899557558737,-1976.9016511450357,-362.5796371933473,-1065.623261981964,-1713.8150802612304,-1123.449070137024
860.0,1137.8574981127383,-1983.139249625602,-347.01613408659074,-1071.3084550056458,-1722.6053215942384,-1110.3649251403808
870.0,1137.5796039968263,-1989.2982197372914,-331.43887397310476,-1076.9511791801453,-1731.327275314331,-1097.2367625427246
880.0,1137.2564559051405,-1995.3786074320933,-315.84852310691974,-1082.551369163513,-1739.980850265503,-1084.0652641220092
890.0,1136.88823864726,-2001.3804647194668,-300.24574385370397,-1088.1089635887147,-1748.565961517334,-1070.8511101074218
900.0,1136.4751393828533,-2007.3038496577913,-284.6311946386149,-1093.6239050369263,-1757.0825304107666,-1057.5949791412354
910.0,1136.017347515147,-2013.1488262193375,-269.0055298812948,-1099.0961399765015,-1765.530484436035,-1044.2975481567382
920.0,1135.5150546372263,-2018.9154642580058,-253.36939992281026,-1104.5256187667846,-1773.9097572021485,-1030.9594922866822
930.0,1134.9684544836134,-2024.6038393885615,-237.723450978852,-1109.9122955780028,-1782.2202883605958,-1017.5814847793579
940.0,1134.377742910968,-2030.2140329531028,-222.06832504110156,-1115.256128387451,-1790.4620236053468,-1004.1641968917846
950.0,1133.7431177318024,-2035.7461318771914,-206.40465989755768,-1120.5570789260864,-1798.6349144744872,-990.7082978286743
960.0,1133.0647787997939,-2041.2002286626873,-190.73308900087548,-1125.8151126441956,-1806.7389184570313,-977.2144546432495
970.0,1132.3429278422948,-2046.576421248995,-175.05424144024997,-1131.0301986732484,-1814.7739988098144,-963.6833321304322
980.0,1131.577768444164,-2051.874812947513,-159.36874193859683,-1136.2023097839356,-1822.7401245117187,-950.1155928039551
990.0,1130.7695060261824,-2057.095512378501,-143.67721072643099,-1141.3314223480224,-1830.6372702636718,-936.5118967590332
1000.0,1129.9183477308154,-2062.2386333687646,-127.98026355270716,-1146.4175163002014,-1838.4654163513183,-922.8729016265869
1010.0,1129.0245024166634,-2067.3042948844172,-112.27851161395932,-1151.4605750961305,-1846.2245486297606,-909.1992624893188
1020.0,1128.0881805436982,-2072.292620911835,-96.57256152997037,-1156.4605856704711,-1853.9146583862305,-895.4916317977905
1030.0,1127.109594206404,-2077.203740441274,-80.86301527767989,-1161.4175384025573,-1861.5357423858643,-881.7506593170166
1040.0,1126.088956999671,-2082.03778731181,-65.15047019881104,-1166.331427055359,-1869.0878026885987,-867.9769920578003
1050.0,1125.0264840093453,-2086.7949001903785,-49.435518909597185,-1171.2022487678528,-1876.5708466644287,-854.1712741851807
1060.0,1123.922391765107,-2091.475222450342,-33.718749287928574,-1176.0300039787292,-1883.9848869018554,-840.3341469650269
1070.0,1122.7768981325812,-2096.0789020888433,-18.000744485190488,-1180.8146963996887,-1891.3299410858153,-826.4662487258911
1080.0,1121.5902223397065,-2100.6060916714628,-2.282082802613149,-1185.556332977295,-1898.6060320281983,-812.5682147369384
1090.0,1120.3625848680617,-2105.056948227928,13.436662235337426,-1190.254923839569,-1905.8131875152587,-798.6406772232056
1100.0,1119.0942074171508,-2109.431633176141,29.154921988555348,-1194.9104822654724,-1912.9514402770997,-784.6842652359009
1110.0,1117.7853128914446,-2113.7303122493904,44.87213269674091,-1199.5230246276856,-1920.0208279418946,-770.699604637146
1120.0,1116.4361252700019,-2117.9531553799397,60.58773544995254,-1204.0925703582764,-1927.021392868042,-756.6873180618286
1130.0,1115.0468696524445,-2122.100336675468,76.30117632257996,-1208.6191419067384,-1933.953182220459,-742.6480248031617
1140.0,1113.6177721201677,-2126.172034274051,92.01190629094047,-1213.1027646942139,-1940.816247756958,-728.5823408126831
1150.0,1112.1490597717232,-2130.1684303200213,107.71938129913214,-1217.5434670677184,-1947.6106458740235,-714.4908786468505
1160.0,1110.6409605961655,-2134.0897108266126,123.42306226467387,-1221.9412802581787,-1954.3364374389648,-700.3742473907471
1170.0,1109.0937035250693,-2137.936065665693,139.12241509507584,-1226.2962383384704,-1960.9936878356934,-686.2330526580811
1180.0,1107.5075182525404,-2141.7076884056246,154.8169107042417,-1230.6083781814575,-1967.5824667510985,-672.067896484375
1190.0,1105.8826353224845,-2145.4047763057465,170.50602500656177,-1234.877739414215,-1974.102848236084,-657.8793773574829
1200.0,1104.2192859909903,-2149.027530184545,186.1892389565073,-1239.1043643722535,-1980.5549105529785,-643.6680901107788
