sat1Name,LLO-21
sat1Smaj,3416.853
sat1Ecc,0.35427923859170624
sat1Inc,89.75132395513218
sat1RAAN,236.56630885504987
sat1ArgPer,292.59807721918764
sat1TrAnom,0
Time[EpSec],xF[km],yF[km],zF[km],xI[km],yI[km],zI[km]
0.0,942.9030087007765,-1184.73447636382,-1604.75639709482,-474.4993372383118,-702.6509589080811,-2036.9184976882934
10.0,946.6763767445227,-1197.19268711503,-1593.2724785057678,-483.28852126312256,-716.0162912139892,-2030.2060385742188
20.0,950.4058701488965,-1209.596449274513,-1581.715830638954,-492.0556443710327,-729.348939163208,-2023.4009056015016
30.0,954.0913247371543,-1221.9451983285885,-1570.086986285947,-500.8003080062866,-742.6482965698242,-2016.503416130066
40.0,957.7325805320444,-1234.238375056637,-1558.3864849098777,-509.5221157951355,-755.9137605285645,-2009.5138961410523
50.0,961.3294817405244,-1246.4754256288093,-1546.614872577936,-518.2206736373902,-769.1447314758301,-2002.43268019104
60.0,964.881876815533,-1258.65580171997,-1534.772701831245,-526.8955897750855,-782.3406133422851,-1995.2601113357543
70.0,968.3896184472294,-1270.7789605869818,-1522.8605316036585,-535.5464748649597,-795.5008136138916,-1987.9965410690309
80.0,971.852563635377,-1282.844365193783,-1510.878927059002,-544.1729420394897,-808.6247435150146,-1980.6423292236327
90.0,975.2705736823292,-1294.8514843009877,-1498.8284595164396,-552.7746070022583,-821.711818069458,-1973.1978439178467
100.0,978.6435142237262,-1306.7997925636455,-1486.7097063323022,-561.3510880813599,-834.7614562225342,-1965.663461479187
110.0,981.9712552315323,-1318.6887706046493,-1474.5232507508395,-569.9020063018799,-847.7730809326172,-1958.0395663223267
120.0,985.2536710650401,-1330.517905128256,-1462.2696818350828,-578.4269854545594,-860.7461192932129,-1950.3265509262085
130.0,988.4906404513254,-1342.2866889941172,-1449.9495943234162,-586.9256521682739,-873.6800026092529,-1942.5248157119752
140.0,991.6820465246324,-1353.994621310875,-1437.5635884701667,-595.3976359710693,-886.5741665344239,-1934.6347689285278
150.0,994.8277768600336,-1365.6412075281946,-1425.1122699881846,-603.8425693550109,-899.4280511627197,-1926.6568266296388
160.0,997.9277234413897,-1377.2259595010678,-1412.5962498702359,-612.2600878448486,-912.2411011047363,-1918.5914125137328
170.0,1000.9817826959595,-1388.7483955750665,-1400.0161442835354,-620.6498300590515,-925.0127655944824,-1910.4389578552245
180.0,1003.9898555142805,-1400.2080406755204,-1387.3725744501803,-629.0114377708435,-937.7424985961914,-1902.1999014205933
190.0,1006.9518472271943,-1411.60442635574,-1374.6661664956723,-637.3445559692383,-950.4297588653565,-1893.8746893310547
200.0,1009.8676676694532,-1422.9370909025363,-1361.89755131911,-645.6488329124451,-963.0740101013183,-1885.463774986267
210.0,1012.7372310949596,-1434.205579367714,-1349.0673644987623,-653.9239202003479,-975.6747209320068,-1876.9676189575196
220.0,1015.5604563030116,-1445.4094436845114,-1336.1762460982395,-662.1694728126525,-988.2313651428223,-1868.386688873291
230.0,1018.3372665047743,-1456.5482426719786,-1323.2248405952564,-670.3851491851807,-1000.7434216003418,-1859.721459312439
240.0,1021.0675894276555,-1467.6215421491443,-1310.2137966936957,-678.5706112442017,-1013.2103744659424,-1850.9724116897582
250.0,1023.7513572993068,-1478.6289149760034,-1297.1437672061618,-686.7255244674683,-1025.6317132415772,-1842.1400341491699
260.0,1026.3885067679894,-1489.56994108468,-1284.015408947077,-694.8495579376221,-1038.0069327697754,-1833.2248214492797
270.0,1028.9789790070033,-1500.444207578105,-1270.8293825433632,-702.9423843841553,-1050.3355334320067,-1824.2272748413086
280.0,1031.5227196302833,-1511.2513087542495,-1257.58635233312,-711.0036802482605,-1062.617021133423,-1815.147901954651
290.0,1034.019678737059,-1521.9908461618859,-1244.2869862128377,-719.033125705719,-1074.8509074249268,-1805.987216682434
300.0,1036.4698108623857,-1532.6624286443093,-1230.931955511575,-727.0304047317505,-1087.0367095336915,-1796.7457390594482
310.0,1038.8730750130642,-1543.2656723934551,-1217.5219348097262,-734.9952051353455,-1099.1739504852294,-1787.4239951171876
320.0,1041.229434584513,-1553.8002009633356,-1204.057601872046,-742.9272186088562,-1111.2621590728759,-1778.0225167999267
330.0,1043.538857440646,-1564.265645340446,-1190.539637456175,-750.8261407546997,-1123.3008700256348,-1768.5418418273925
340.0,1045.8013158402616,-1574.6616439681636,-1176.9687251575403,-758.6916711425781,-1135.2896240234375,-1758.982513534546
350.0,1048.0167864437321,-1584.9878427811109,-1163.345551307959,-766.5235133361816,-1147.2279677581787,-1749.3450807876586
360.0,1050.1852502761108,-1595.2438952258694,-1149.6708048432497,-774.3213749351502,-1159.1154539642334,-1739.6300978546142
370.0,1052.3066927313075,-1605.4294622868238,-1135.9451771056665,-782.0849675979614,-1170.9516415100097,-1729.838124229431
380.0,1054.3811035469198,-1615.5442125321315,-1122.1693617748097,-789.8140070915222,-1182.7360954284668,-1719.969724571228
390.0,1056.4084767870852,-1625.5878221304697,-1108.3440546546406,-797.5082133178711,-1194.468386993408,-1710.0254685058594
400.0,1058.3888108018698,-1635.5599748376824,-1094.469953608469,-805.1673103294372,-1206.1480937042236,-1700.0059305496216
410.0,1060.3221082497275,-1645.4603620800297,-1080.54775835731,-812.791026386261,-1217.7747994232177,-1689.9116899490357
420.0,1062.2083760213293,-1655.288682896264,-1066.578170370576,-820.3790939483642,-1229.3480943298339,-1679.7433305435181
430.0,1064.0476252400008,-1665.044643995061,-1052.561892737146,-827.9312497291565,-1240.8675749969482,-1669.5014406585694
440.0,1065.8398712361916,-1674.7279597539691,-1038.4996299924628,-835.4472347106934,-1252.3328444366455,-1659.1866129379273
450.0,1067.585133513935,-1684.3383522188976,-1024.3920880136775,-842.9267941589355,-1263.7435121154786,-1648.7994442367553
460.0,1069.2834357122929,-1693.8755511136635,-1010.2399738733901,-850.3696776542664,-1275.0991939849853,-1638.3405354766846
470.0,1070.9348056432764,-1703.339293860035,-996.0439956989051,-857.7756390953064,-1286.3995125732422,-1627.810491531372
480.0,1072.5392751324425,-1712.7293255359245,-981.804862536931,-865.14443674469,-1297.6440968933105,-1617.209921043396
490.0,1074.0968801195845,-1722.045398913363,-967.5232842111949,-872.4758332099915,-1308.8325825958252,-1606.5394363327027
500.0,1075.607660521369,-1731.2872744218,-953.199971229458,-879.769595489502,-1319.9646118774415,-1595.7996532592774
510.0,1077.0716602969173,-1740.4547201718538,-938.8356345903757,-887.025494960785,-1331.039833618164,-1584.9911910705566
520.0,1078.4889273050157,-1749.5475119055316,-924.4309857107495,-894.2433074111939,-1342.057903274536,-1574.1146722793578
530.0,1079.859513363189,-1758.565433024789,-909.9867362251739,-901.4228130340576,-1353.0184830169678,-1563.170722503662
540.0,1081.1834741593202,-1767.5082745486038,-895.5035979442918,-908.5637964439392,-1363.9212416534424,-1552.1599703903198
550.0,1082.46086923062,-1776.3758351084582,-880.9822826551534,-915.6660466804504,-1374.7658546905518,-1541.0830474243164
560.0,1083.6917618986517,-1785.1679209164952,-866.423502019714,-922.7293572235108,-1385.5520043029785,-1529.9405878067016
570.0,1084.876219300672,-1793.8843457711841,-851.8279674543954,-929.7535259780884,-1396.27937940979,-1518.7332283554076
580.0,1086.0143122413112,-1802.5249309809374,-837.1963900083044,-936.7383552894593,-1406.947675567627,-1507.4616083297728
590.0,1087.1061152515795,-1811.089505407905,-822.5294802177359,-943.6836519546508,-1417.5565950927735,-1496.1263693237304
600.0,1088.1517065208975,-1819.5779053969925,-807.8279479971803,-950.5892271995544,-1428.105847015381,-1484.728155128479
610.0,1089.1511677980031,-1827.9899747302447,-793.0925025424754,-957.4548966903686,-1438.5951470184327,-1473.2676116027833
620.0,1090.1045844235068,-1836.3255646399646,-778.3238521761103,-964.2804805297851,-1449.024217529297,-1461.745386543274
630.0,1091.0120452544188,-1844.58453374923,-763.5227042307831,-971.0658032531738,-1459.3927876739501,-1450.1621295394898
640.0,1091.8736425994723,-1852.7667480235464,-748.6897649824708,-977.8106938171387,-1469.700593231201,-1438.5184918823243
650.0,1092.6894722333145,-1860.872080780412,-733.8257394532667,-984.5149856033325,-1479.9473767242432,-1426.8151263885497
660.0,1093.4596332691929,-1868.9004125797376,-718.931331406569,-991.1785163955689,-1490.1328872680665,-1415.0526873321533
670.0,1094.1842281942272,-1876.8516312437955,-704.0072431241821,-997.8011283836365,-1500.2568806915283,-1403.2318302536012
680.0,1094.8633627705283,-1884.7256317876027,-689.0541753710969,-1004.382668144226,-1510.3191194458009,-1391.3532118835449
690.0,1095.4971460003549,-1892.522316372716,-674.0728272814447,-1010.9229866409302,-1520.3193725891113,-1379.4174900131225
700.0,1096.0856900890642,-1900.241594261298,-659.0638962124445,-1017.4219391860962,-1530.257415802002,-1367.4253233413697
710.0,1096.6291104039803,-1907.883381782803,-644.0280776711069,-1023.8793854560852,-1540.1330313568114,-1355.377371383667
