sat1Name,LLO-7
sat1Smaj,3416.853
sat1Ecc,0.3598387992340271
sat1Inc,89.70155926382088
sat1RAAN,237.27544432517408
sat1ArgPer,292.9697851241672
sat1TrAnom,0
Time[EpSec],xF[km],yF[km],zF[km],xI[km],yI[km],zI[km]
0.0,945.6341306157921,-1180.8468111563109,-1579.8160726137935,-470.2807295303345,-712.4437918090821,-2013.8773057556152
10.0,949.5616761274147,-1193.2307631437643,-1568.1376050811257,-478.92955673599243,-725.9691301116943,-2007.01716015625
20.0,953.4440802017161,-1205.5590241671046,-1556.3856744837556,-487.55594747543336,-739.4604588775635,-2000.062991607666
30.0,957.2811673034586,-1217.8310185655585,-1544.5608369026872,-496.15949937438967,-752.9171486816406,-1993.0151329956054
40.0,961.0727664016312,-1230.0461762879231,-1532.6636553996468,-504.7398123435974,-766.3385736541748,-1985.8739262771605
50.0,964.8187109084678,-1242.2039329874415,-1520.6946998914527,-513.2964886932373,-779.7241115264893,-1978.639722366333
60.0,968.5188387398704,-1254.3037301230047,-1508.6545470811243,-521.8291331901551,-793.0731437530518,-1971.312881111145
70.0,972.1729923773073,-1266.3450150877125,-1496.5437803075922,-530.33735313797,-806.3850556793213,-1963.8937712020875
80.0,975.7810188530669,-1278.3272413028144,-1484.3629894033406,-538.8207584571838,-819.6592366333008,-1956.3827700576783
90.0,979.342769798545,-1290.2498683148945,-1472.1127706239579,-547.2789617576599,-832.8950800323487,-1948.7802637939453
100.0,982.8581014722108,-1302.1123619129608,-1459.7937264685672,-555.7115784111023,-846.0919835357666,-1941.0866470947265
110.0,986.3268747532159,-1313.9141942020494,-1447.4064655914945,-564.1182266273498,-859.249349105835,-1933.3023231430054
120.0,989.748955194909,-1325.654843716516,-1434.9516026580352,-572.4985275230408,-872.3665831604004,-1925.4277035293578
130.0,993.1242130288805,-1337.3337955048737,-1422.4297582234917,-580.8521051902771,-885.4430966644287,-1917.4632081604004
140.0,996.4525231982531,-1348.9505412331441,-1409.8415585735236,-589.178586769104,-898.478305267334,-1909.4092651443482
150.0,999.7337653556973,-1360.504579257846,-1397.1876356090045,-597.4776025161743,-911.4716293792725,-1901.2663106994628
160.0,1002.9678238525128,-1371.9954147004094,-1384.4686267239033,-605.7487858695984,-924.4224942474365,-1893.0347890548705
170.0,1006.1545878362258,-1383.4225595748017,-1371.6851746436819,-613.991773513794,-937.3303301544189,-1884.7151523590087
180.0,1009.293951167394,-1394.7855328169169,-1358.837927297006,-622.206205444336,-950.1945724182129,-1876.3078605422975
190.0,1012.3858124955764,-1406.0838603991417,-1345.9275376728303,-630.3917250328064,-963.0146615600586,-1867.8133812332153
200.0,1015.4300752194852,-1417.3170753711804,-1332.9546636748976,-638.5479790802002,-975.7900433502198,-1859.2321896209717
210.0,1018.4266475277408,-1428.4847179733129,-1319.919967990215,-646.674617893219,-988.5201689453125,-1850.564768371582
220.0,1021.3754423950832,-1439.5863356727139,-1306.8241179251918,-654.7712953224183,-1001.2044949645996,-1841.8116074829102
230.0,1024.2763775619344,-1450.6214832373412,-1293.6677852961495,-662.837668838501,-1013.8424835510253,-1832.9732041931152
240.0,1027.1293755814067,-1461.5897228190333,-1280.4516462434212,-670.873399570465,-1026.4336025238038,-1824.0500628433228
250.0,1029.934363755871,-1472.4906239739023,-1267.17638111004,-678.8781523742675,-1038.977325378418,-1815.0426947479248
260.0,1032.691274210616,-1483.3237637786697,-1253.8426742792956,-686.8515958786011,-1051.4731314697265,-1805.9516180953979
270.0,1035.4000438140242,-1494.0887268294825,-1240.4512140384063,-694.7934025382996,-1063.9205059967042,-1796.7773577957153
280.0,1038.0606142396616,-1504.785105324399,-1227.002692413774,-702.7032486724853,-1076.3189401550294,-1787.5204453659057
290.0,1040.6729318956366,-1515.4124991064973,-1213.4978050437671,-710.5808145370484,-1088.6679311523437,-1778.181418800354
300.0,1043.236947971875,-1525.9705157178034,-1199.9372510259332,-718.4257843475342,-1100.9669823303223,-1768.7608224563598
310.0,1045.752618396134,-1536.4587704262003,-1186.321732736243,-726.23784633255,-1113.2156032104492,-1759.259206878662
320.0,1048.2199038347378,-1546.8768862854993,-1172.6519557144245,-734.016692779541,-1125.4133095703125,-1749.6771287078857
330.0,1050.6387696724964,-1557.224494157445,-1158.9286284847626,-741.762020072937,-1137.5596235046387,-1740.0151505126953
340.0,1053.0091860047617,-1567.5012327602565,-1145.1524624473304,-749.4735287361145,-1149.6540734863281,-1730.273840698242
350.0,1055.331127622629,-1577.706748687094,-1131.3241716720584,-757.1509234580993,-1161.696194442749,-1720.4537733154298
360.0,1057.6045739710503,-1587.8406964512092,-1117.444472787016,-764.7939131584168,-1173.6855277862549,-1710.5555279541015
370.0,1059.8295091794025,-1597.9027385023937,-1103.514084823637,-772.402210987091,-1185.6216215057373,-1700.5796896133422
380.0,1062.0059219799386,-1607.8925452487292,-1089.5337290403847,-779.9755343856812,-1197.5040301818847,-1690.5268485183715
390.0,1064.1338057461828,-1617.8097950878425,-1075.504128803069,-787.5136050949096,-1209.3323150787353,-1680.3976000289917
400.0,1066.213158413031,-1627.6541744116628,-1061.426009421546,-795.0161492080689,-1221.1060441436769,-1670.1925444641113
410.0,1068.2439824827861,-1637.4253776313499,-1047.3000980004338,-802.4828971862793,-1232.8247920837402,-1659.9122869720459
420.0,1070.2262850190696,-1647.1231071935683,-1033.12712328852,-809.9135838775635,-1244.4881404266357,-1649.5574373931884
430.0,1072.1600775526324,-1656.7470735699794,-1018.9078155484051,-817.3079485626221,-1256.0956774902343,-1639.1286101074218
440.0,1074.045376127157,-1666.2969952915353,-1004.6429063758277,-824.6657349624634,-1267.6469985046388,-1628.6264238891602
450.0,1075.882201220015,-1675.7725989192859,-990.3331285840545,-831.9866912536621,-1279.141705581665,-1618.0515017700195
460.0,1077.670577728935,-1685.1736190824192,-975.9792160258272,-839.270570110321,-1290.5794077911378,-1607.4044708786012
470.0,1079.4105349516908,-1694.4997984582874,-961.5819034817835,-846.5171287040711,-1301.9597211761475,-1596.6859623260498
480.0,1081.1021065057544,-1703.750887748125,-947.141926510733,-853.7261287231445,-1313.282268737793,-1585.896611038208
490.0,1082.7453303562943,-1712.926645718594,-932.6600212815365,-860.8973363952637,-1324.5466805419921,-1575.037055618286
500.0,1084.3402487419132,-1722.0268391539466,-918.1369244365783,-868.030522491455,-1335.752593688965,-1564.1079381866455
510.0,1085.8869081296953,-1731.0512428445522,-903.573372985676,-875.1254623413085,-1346.8996523132323,-1553.1099042663575
520.0,1087.385359212924,-1739.9996396042102,-888.9701041285919,-882.1819358482361,-1357.9875076599121,-1542.0436026229859
530.0,1088.835656811641,-1748.8718202063042,-874.3278551302216,-889.1997274894715,-1369.0158180236817,-1530.90968510437
540.0,1090.2378599351164,-1757.6675834234306,-859.6473631751816,-896.1786263237,-1379.9842488708496,-1519.7088065338135
550.0,1091.5920316332144,-1766.3867359453131,-844.9293652462587,-903.1184259948731,-1390.8924727325439,-1508.441624534607
560.0,1092.8982389826913,-1775.0290923869018,-830.1745979795609,-910.0189247550965,-1401.7401692504882,-1497.1087993927001
570.0,1094.1565531117953,-1783.594475267223,-815.3837975361919,-916.8799254302978,-1412.5270252380371,-1485.7109939422608
580.0,1095.3670490611,-1792.0827149605984,-800.5576994543327,-923.7012354545593,-1423.252734603882,-1474.248873374939
590.0,1096.5298057895322,-1800.4936496818655,-785.6970385602829,-930.482666858673,-1433.9169983825684,-1462.7231051559447
600.0,1097.6449061333535,-1808.827125434778,-770.8025487797072,-937.2240362510681,-1444.5195247497559,-1451.1343588256836
610.0,1098.7124367438028,-1817.0829959993011,-755.8749630783536,-943.9251648368836,-1455.0600289916993,-1439.483305923462
620.0,1099.732488029575,-1825.2611228742105,-740.9150132719859,-950.5858784027099,-1465.538233505249,-1427.7706197814941
630.0,1100.705154148526,-1833.3613752603935,-725.9234299430843,-957.2060073127747,-1475.9538678131103,-1415.996975440979
640.0,1101.6305329094462,-1841.3836299901977,-710.9009423162697,-963.7853864974976,-1486.3066685028077,-1404.1630494918822
650.0,1102.5087257645414,-1849.3277714981498,-695.8482781271991,-970.3238554344177,-1496.5963792572022,-1392.2695199432374
660.0,1103.3398377225642,-1857.1936917835303,-680.7661635126905,-976.8212581672668,-1506.822750808716,-1380.3170660858154
670.0,1104.1239773472034,-1864.9812903468198,-665.6553228860762,-983.2774432563782,-1516.9855409545899,-1368.3063683624268
680.0,1104.8612566406084,-1872.6904741522565,-650.5164788260855,-989.69226379776,-1527.0845144958496,-1356.2381082229615
690.0,1105.5517910758842,-1880.3211575698292,-635.3503519674638,-996.0655773773193,-1537.1194432678224,-1344.1129680175782
700.0,1106.195699433971,-1887.873262323983,-620.1576609072245,-1002.39724609375,-1547.0901060333251,-1331.9316308517457
710.0,1106.7931038890567,-1895.3467174428692,-604.939122051243,-1008.6871364936828,-1556.9962885742189,-1319.694780456543
720.0,1107.344129844566,-1902.7414592053387,-589.6954495545355,-1014.935119594574,-1566.837783569336,-1307.4031010742187
730.0,1107.8489059049432,-1910.0574310661857,-574.4273551938236,-1021.1410708503723,-1576.6143905792237,-1295.0572773132324
740.0,1108.3075638711603,-1917.2945836065835,-559.1355482567492,-1027.3048701133728,-1586.3259160614014,-1282.6579940338136
750.0,1108.7202386182826,-1924.452874485406,-543.8207354848623,-1033.4264016456605,-1595.9721732788087,-1270.2059362487794
760.0,1109.0870681141027,-1931.5322683639963,-528.4836209150377,-1039.5055540657042,-1605.5529823303223,-1257.7017889633178
770.0,1109.408193280761,-1938.5327368297872,-513.1249058344175,-1045.5422203445435,-1615.0681700286866,-1245.1462370758056
780.0,1109.6837580277609,-1945.454258370039,-497.7452886520956,-1051.5362977714537,-1624.517569961548,-1232.5399652633666
790.0,1109.9139091245547,-1952.296818266549,-482.3454648262579,-1057.4876879310607,-1633.9010223693847,-1219.8836578521727
800.0,1110.0987961926924,-1959.0604085448974,-466.926126780294,-1063.3962966690065,-1643.2183741455078,-1207.177998725891
810.0,1110.2385716435933,-1965.7450279154755,-451.48796378076867,-1069.2620340766907,-1652.469478805542,-1194.423671180725
820.0,1110.33339058622,-1972.3506816752688,-436.0316619084332,-1075.084814453125,-1661.6541963806153,-1181.621357849121
830.0,1110.3834108237636,-1978.8773816719786,-420.557903927275,-1080.8645562782287,-1670.772393447876,-1168.7717405700685
840.0,1110.3887927639437,-1985.325146204571,-405.06736920724217,-1086.601182182312,-1679.8239430389403,-1155.8755002670289
850.0,1110.3496994024204,-1991.6939999762815,-389.5607336814997,-1092.2946189079285,-1688.808724624634,-1142.9333168945313
860.0,1110.2662962125285,-1997.9839739970723,-374.03866972652486,-1097.9447972946166,-1697.7266240234376,-1129.9458692703247
870.0,1110.1387511121277,-2004.1951055062566,-358.50184612426676,-1103.5516522254943,-1706.5775333557128,-1116.9138350143432
880.0,1109.9672344414355,-2010.3274379300794,-342.95092796390793,-1109.11512260437,-1715.3613510437012,-1103.8378904418946
890.0,1109.7519188784381,-2016.381020783329,-327.3865765787702,-1114.635151321411,-1724.0779817199707,-1090.7187104568482
900.0,1109.492979363098,-2022.3559095852363,-311.80944948437366,-1120.1116852226257,-1732.7273361511232,-1077.5569684524537
910.0,1109.1905931113492,-2028.2521658039832,-296.2202003033048,-1125.5446750526428,-1741.3093312530518,-1064.3533362350463
920.0,1108.8449394620754,-2034.0698567540092,-280.6194787177008,-1130.9340754508971,-1749.8238899383546,-1051.108483909607
930.0,1108.456199911192,-2039.8090555349418,-265.0079303886185,-1136.2798448791505,-1758.2709411468506,-1037.8230798034667
940.0,1108.0245580270825,-2045.4698409540968,-249.38619690648977,-1141.581945613861,-1766.6504197540282,-1024.4977903747558
950.0,1107.5501993732194,-2051.052297436345,-233.7549157437531,-1146.8403436927795,-1774.962266494751,-1011.133280128479
960.0,1107.0333114926018,-2056.5565149548174,-218.11472015562967,-1152.0550088806153,-1783.206427947998,-997.7302115020752
970.0,1106.4740838162274,-2061.982588931734,-202.4662391994116,-1157.2259146232605,-1791.382856414795,-984.2892448348999
980.0,1105.8727076511527,-2067.330620190341,-186.8100976022824,-1162.3530380210877,-1799.4915099334717,-970.811038230896
990.0,1105.2293760949722,-2072.6007148424137,-171.14691580061302,-1167.4363597793579,-1807.532352142334,-957.296247543335
1000.0,1104.5442839879418,-2077.7929842100757,-155.47730979873495,-1172.4758641586304,-1815.5053522644043,-943.7455262145996
1010.0,1103.8176278718925,-2082.9075447750897,-139.80189120532305,-1177.471538963318,-1823.410485031128,-930.1595252838134
1020.0,1103.0496059470595,-2087.944518066496,-124.12126712544413,-1182.4233754692077,-1831.2477306365968,-916.5388932495117
1030.0,1102.2404180004587,-2092.9040305941776,-108.43604017478437,-1187.3313684005736,-1839.017074645996,-902.8842760467529
1040.0,1101.3902653375776,-2097.7862137418874,-92.74680840408743,-1192.19551587677,-1846.7185079193116,-889.1963169326782
1050.0,1100.4993507921654,-2102.591203732906,-77.05416527159011,-1197.0158193817138,-1854.352026611328,-875.4756564559937
1060.0,1099.5678786173203,-2107.319141505698,-61.358699618773535,-1201.792283718109,-1861.9176320343017,-861.7229323730469
1070.0,1098.5960544635184,-2111.9701726468707,-45.66099559981458,-1206.5249169502258,-1869.4153306427002,-847.9387795639038
1080.0,1097.5840853185825,-2116.5444473173447,-29.961632715499146,-1211.213730392456,-1876.8451339263916,-834.1238300247193
1090.0,1096.5321794826525,-2121.042120159988,-14.261185715027386,-1215.8587385253907,-1884.2070583953857,-820.2787127532958
1100.0,1095.4405464628965,-2125.463350214811,1.4397753868075087,-1220.4599589920044,-1891.5011254425049,-806.4040537109375
1110.0,1094.309396992761,-2129.808300847019,17.140685357452835,-1225.017412525177,-1898.7273613433838,-792.500475769043
1120.0,1093.1389429508286,-2134.077139673814,32.84098376057763,-1229.5311229248048,-1905.885797164917,-778.5685986557007
1130.0,1091.9293973110034,-2138.270038460899,48.54011498916429,-1234.0011169967652,-1912.9764686889648,-764.6090388870239
1140.0,1090.6809740878934,-2142.387173054992,64.2375282711985,-1238.4274245300294,-1919.9994163360595,-750.622409729004
1150.0,1089.3938883429755,-2146.428723310798,79.93267769758916,-1242.8100782241822,-1926.9546851501466,-736.6093211593628
1160.0,1088.0683560631057,-2150.394872987788,95.625022254106,-1247.1491136741638,-1933.842324661255,-722.570379776001
1170.0,1086.7045941724978,-2154.2858096974273,111.31402581436245,-1251.4445693130492,-1940.6623888702393,-708.5061887969971
1180.0,1085.302820463225,-2158.1017248100943,126.999157160445,-1255.6964863700866,-1947.4149361572265,-694.4173479995727
1190.0,1083.863253564512,-2161.842813370664,142.67989000090444,-1259.904908821106,-1954.100029220581,-680.3044536743164
1200.0,1082.3861128781875,-2165.509274026555,158.355702983264,-1264.069883354187,-1960.7177350006104,-666.1680985794068
1210.0,1080.8716185507044,-2169.1013089521207,174.02607969806925,-1268.1914593276977,-1967.2681246185302,-652.0088719100952
1220.0,1079.3199914399133,-2172.6191237696617,189.6905086755748,-1272.2696887130737,-1973.7512733154297,-637.8273592758179
1230.0,1077.7314530623257,-2176.0629274750663,205.34848343947903,-1276.3046260681153,-1980.1672603912355,-623.624142616272
1240.0,1076.1062255494505,-2179.432932344245,220.99950246360817,-1280.2963284721375,-1986.516169113159,-609.3998002090455
1250.0,1074.444531608125,-2182.7293538818176,236.6430691694771,-1284.2448555107117,-1992.7980866546632,-595.1549066467285
1260.0,1072.7465944738728,-2185.952410716381,252.2786919862011,-1288.1502692070007,-1999.0131040344238,-580.8900327453613
1270.0,1071.012637910155,-2189.102324569856,267.90588431009127,-1292.0126339950561,-2005.1613160858155,-566.6057455749511
1280.0,1069.2428860937177,-2192.179320121369,283.5241644819305,-1295.832016670227,-2011.2428212890625,-552.3026084136962
1290.0,1067.4375636622701,-2195.183624995171,299.1330558516739,-1299.6084863471985,-2017.2577218322754,-537.9811807022095
1300.0,1065.5968956213967,-2198.1154696408325,314.73208673341355,-1303.342114414215,-2023.2061234588623,-523.6420180282593
1310.0,1063.7211073183744,-2200.975087285936,330.32079038720815,-1307.0329744987487,-2029.088135421753,-509.28567212677
1320.0,1061.8104244289414,-2203.7627138685566,345.8987050629767,-1310.681142425537,-2034.903870452881,-494.91269081878664
1330.0,1059.865072873516,-2206.478587930168,361.46537393997244,-1314.2866961631776,-2040.6534446258545,-480.523618019104
1340.0,1057.8852788347879,-2209.122950580712,377.02034517410556,-1317.8497157859802,-2046.3369773712159,-466.1189936904907
1350.0,1055.871268681802,-2211.696045418929,392.56317184387336,-1321.3702834510802,-2051.95459135437,-451.69935385131834
1360.0,1053.8232689812537,-2214.198118467341,408.0934119572052,-1324.848483329773,-2057.5064124603273,-437.2652305603027
1370.0,1051.7415064021448,-2216.6294180765776,423.61062846085144,-1328.2844015846254,-2062.992569671631,-422.81715185546875
1380.0,1049.626207736405,-2218.9901948947577,439.1143891842499,-1331.6781263236999,-2068.4131950531005,-408.35564180755614
1390.0,1047.4775998429645,-2221.2807017777145,454.60426688014775,-1335.0297475624084,-2073.768423675537,-393.88122044372557
1400.0,1045.295909625169,-2223.501193733461,470.07983917224857,-1338.339357181549,-2079.0583935546874,-379.3944037780762
1410.0,1043.0813639751836,-2225.6519278291617,485.5406885474721,-1341.6070488777161,-2084.283245559692,-364.8957037811279
1420.0,1040.8341897954888,-2227.7331631843076,500.9864023685829,-1344.8329181518554,-2089.4431234283447,-350.3856283721924
1430.0,1038.5546139188455,-2229.7451608498513,516.4165728203919,-1348.0170622406006,-2094.538173629761,-335.8646814193726
1440.0,1036.2428630774757,-2231.6881837488872,531.8307969000301,-1351.159580089569,-2099.5685453033448,-321.3333627243042
1450.0,1033.8991639105695,-2233.5624966496694,547.2286764232795,-1354.2605723190309,-2104.5343902587892,-306.79216801452634
1460.0,1031.5237429463696,-2235.368366096727,562.6098180004202,-1357.3201411819457,-2109.4358629150393,-292.2415889434814
1470.0,1029.116826498349,-2237.1060603091278,577.9738329702094,-1360.3383905258179,-2114.273120147705,-277.68211309814455
1480.0,1026.6786407090058,-2238.77584915705,593.3203374587574,-1363.3154257507324,-2119.046321334839,-263.11422395324706
1490.0,1024.2094115148884,-2240.3780041062882,608.6489522876535,-1366.2513537826537,-2123.755628265381,-248.53840093231202
1500.0,1021.7093645699235,-2241.9127981183333,623.9593029817192,-1369.1462830314636,-2128.4012050323486,-233.95511935424804
1510.0,1019.1787253081093,-2243.380505653289,639.2510197773022,-1372.000323348999,-2132.983218093872,-219.3648504486084
1520.0,1016.6177188142628,-2244.7814025553357,654.5237375321403,-1374.8135860099792,-2137.501836074829,-204.7680613708496
1530.0,1014.0265698858609,-2246.1157660256877,669.7770957486659,-1377.5861836547851,-2141.9572298126222,-190.16521519470214
1540.0,1011.4055029720353,-2247.3838745688527,685.0107385586238,-1380.3182302703858,-2146.349572280884,-175.55677089691162
1550.0,1008.7547421581057,-2248.586007926428,700.22431465079,-1383.0098411483764,-2150.6790385131835,-160.94318340301513
1560.0,1006.0745111275372,-2249.7224470234405,715.4174772881416,-1385.6611328544616,-2154.945805557251,-146.32490354919435
1570.0,1003.3650331411563,-2250.7934739114116,730.589884262631,-1388.2722231903076,-2159.1500524139406,-131.70237810516358
1580.0,1000.6265310765008,-2251.7993717553577,745.7411978792844,-1390.8432311668396,-2163.29196005249,-117.0760497970581
1590.0,997.8592273093691,-2252.740424714658,760.8710849393817,-1393.3742769584655,-2167.3717112579347,-102.44635726165771
1600.0,995.0633437442207,-2253.616917937415,775.9792166567482,-1395.8654818878174,-2171.389490615845,-87.81373513031006
1610.0,992.2391018199451,-2254.4291375111034,791.065268699026,-1398.3169683761596,-2175.345484512329,-73.17861398315429
1620.0,989.3867224357838,-2255.1773703945732,806.1289211465495,-1400.7288599243163,-2179.2398810272216,-58.5414203491211
1630.0,986.5064259610283,-2255.8619043767385,821.1698584106315,-1403.101281074524,-2183.072869888306,-43.902576774597165
1640.0,983.5984322268603,-2256.4830280323476,836.1877692694114,-1405.4343573799133,-2186.8446424560548,-29.262501777648925
1650.0,980.662960491989,-2257.0410306811273,851.182346808692,-1407.728215373993,-2190.5553916625977,-14.621609886169434
1660.0,977.7002294052221,-2257.5362023140906,866.1532883865497,-1409.98298254776,-2194.205311920166,0.01968836212158203
1670.0,974.7104570403441,-2257.9688335811184,881.1002956227785,-1412.1987873001099,-2197.7945991516112,14.66098639678955
1680.0,971.6938608447737,-2258.3392157354556,896.0230743567731,-1414.3757589302063,-2201.3234506988524,29.301881607055662
1690.0,968.6506576004015,-2258.6476405718217,910.9213346036162,-1416.5140276031493,-2204.792065246582,43.941975326538085
1700.0,965.5810634701517,-2258.894400405817,925.7947905577035,-1418.6137243041992,-2208.2006428527834,58.580872825622556
1710.0,962.4852939374318,-2259.079788032881,940.6431605295539,-1420.674980834961,-2211.5493848571778,73.21818328094483
1720.0,959.3635638108391,-2259.204096677809,955.4661669262406,-1422.6979297714233,-2214.838493850708,87.85351976776123
1730.0,956.2160871919752,-2259.2676199366924,970.2635362345326,-1424.6827044334411,-2218.068173614502,102.48649926757813
1740.0,953.0430774706458,-2259.2706517661727,985.0349989453999,-1426.6294388656615,-2221.2386290893555,117.11674259948731
1750.0,949.8447473089652,-2259.213486437113,999.7802895842838,-1428.538267818451,-2224.350066345215,131.74387446594238
1760.0,946.6213086630767,-2259.0964184936774,1014.499146634958,-1430.4093266983032,-2227.402692550659,146.36752338409423
1770.0,943.3729726989967,-2258.919742696701,1029.1913124986497,-1432.2427515602112,-2230.396715866089,160.98732168579102
1780.0,940.0999498472318,-2258.6837540216147,1043.8565335037993,-1434.0386790771483,-2233.332345489502,175.60290550994873
1790.0,936.8024497465432,-2258.38874758891,1058.49455983657,-1435.7972465133666,-2236.2097915496824,190.2139147720337
1800.0,933.4806812585094,-2258.03501864873,1073.1051455333964,-1437.5185917053223,-2239.0292651062014,204.8199931564331
1810.0,930.1348524757435,-2257.622862559445,1087.6880484321423,-1439.2028530273437,-2241.7909781341555,219.42078807067873
1820.0,926.7651706318682,-2257.152574701232,1102.2430301264708,-1440.8501693763733,-2244.495143386841,234.01595065307617
1830.0,923.3718421784696,-2256.6244504945853,1116.7698559802689,-1442.4606801452637,-2247.141974472046,248.60513575744628
1840.0,919.955072747764,-2256.0387853580623,1131.2682950487222,-1444.0345251998901,-2249.731685775757,263.1880018997192
1850.0,916.5150671006052,-2255.395874638521,1145.7381200499774,-1445.5718448562623,-2252.2644923706057,277.764211265564
1860.0,913.0520291942186,-2254.6960136436965,1160.1791073585,-1447.0727798576354,-2254.740610092163,292.3334296722412
1870.0,909.5661620972329,-2253.9394975444243,1174.5910369394371,-1448.5374713554381,-2257.1602553863527,306.8953265609741
1880.0,906.0576680244995,-2253.1266213858953,1188.9736923442856,-1449.9660608787538,-2259.5236453552247,321.44957497406006
1890.0,902.5267483389391,-2252.2576800507345,1203.3268606720376,-1451.3586903228759,-2261.8309977111817,335.9958515319824
1900.0,898.973603517443,-2251.3329682396557,1217.650332509025,-1452.7155019302368,-2264.082530731201,350.53383638763427
1910.0,895.3984331327588,-2250.3527804003147,1231.94390191895,-1454.0366382522584,-2266.2784631958007,365.06321324157716
1920.0,891.8014358857263,-2249.3174107593477,1246.2073664123695,-1455.3222421569824,-2268.419014419556,379.58366929626465
1930.0,888.1828095623634,-2248.227153237599,1260.4405268965702,-1456.5724567756654,-2270.504404159546,394.09489524078367
1940.0,884.5427510665851,-2247.082301488471,1274.6431876792367,-1457.787425518036,-2272.534852661133,408.5965852355957
1950.0,880.8814563593652,-2245.883148801705,1288.8151563657752,-1458.9672920265198,-2274.51058052063,423.08843685913087
1960.0,877.1991205119639,-2244.6299881304863,1302.9562439022613,-1460.112200164795,-2276.4318087615966,437.57015112304686
1970.0,873.4959376440598,-2243.323112041411,1317.0662644993831,-1461.222294013977,-2278.298758728027,452.041432434082
1980.0,869.7721009783188,-2241.962812706117,1331.1450356008847,-1462.297717830658,-2280.1116521148683,466.5019885482788
1990.0,866.0278027800811,-2240.5493818592067,1345.1923778614537,-1463.3386160430907,-2281.870710891724,480.9515305786133
2000.0,862.2632343811898,-2239.083110789543,1359.2081151181915,-1464.3451332359314,-2283.5761573028562,495.3897729644775
2010.0,858.4785861836472,-2237.564290319974,1373.1920743560336,-1465.3174141235352,-2285.2282138519286,509.81643344116213
2020.0,854.67404760736,-2235.9932107630902,1387.1440856445563,-1466.2556035461425,-2286.8271032104494,524.2312330093383
2030.0,850.8498071795271,-2234.370161944646,1401.0639821510067,-1467.1598464355468,-2288.3730483093264,538.6338959121704
2040.0,847.0060524183856,-2232.6954331277957,1414.9516000892634,-1468.0302878189086,-2289.8662721862793,553.0241496429443
2050.0,843.1429699032773,-2230.9693130259825,1428.8067786660501,-1468.8670727844237,-2291.3069980316163,567.4017248687744
2060.0,839.2607452660881,-2229.1920897889718,1442.6293600892234,-1469.6703464813233,-2292.6954491729734,581.7663554458618
2070.0,835.3595631516908,-2227.364050958675,1456.4191894958951,-1470.440254096985,-2294.0318489990236,596.1177783737182
2080.0,831.4396072642118,-2225.4854834750886,1470.176114969486,-1471.17694083786,-2295.316421005249,610.455733795166
2090.0,827.5010602982549,-2223.5566736247915,1483.899987436694,-1471.8805519256591,-2296.549388671875,624.7799649353027
2100.0,823.5441040247176,-2221.5779070746757,1497.5906607147883,-1472.5512325744628,-2297.7309755706788,639.0902181091309
2110.0,819.568919209661,-2219.549468810607,1511.24799140981,-1473.189127986908,-2298.861405227661,653.3862426681519
2120.0,815.5756856537934,-2217.4716431358447,1524.8718389475714,-1473.7943833274842,-2299.940901168823,667.667791015625
2130.0,811.5645821697204,-2215.3447136449663,1538.4620654937294,-1474.3671437110902,-2300.969686859131,681.9346185455322
2140.0,807.5357866152058,-2213.1689632453404,1552.0185359443517,-1474.907554206848,-2301.947985733032,696.18648361969
2150.0,803.4894758391694,-2210.9446740785825,1565.5411178972568,-1475.4157597999572,-2302.8760211029053,710.4231475753784
2160.0,799.4258257531312,-2208.6721275837276,1579.0296816178839,-1475.8919054031371,-2303.7540162353516,724.6443746566772
2170.0,795.34501123682,-2206.3516043979753,1592.4841000003182,-1476.3361358222962,-2304.5821942138673,738.8499320297241
2180.0,791.2472062045771,-2203.9833843973092,1605.904248548327,-1476.7485957603456,-2305.360777999878,753.0395897369385
2190.0,787.1325836150633,-2201.567746695575,1619.2900053469214,-1477.1294298057555,-2306.0899904327393,767.2131206665039
2200.0,783.0013154139376,-2199.1049695821685,1632.6412510199127,-1477.478782409668,-2306.7700541381837,781.3703005447388
2210.0,778.8535725659566,-2196.5953305298076,1645.9578687003182,-1477.7967978782654,-2307.401191543579,795.5109078979492
2220.0,774.6895250738419,-2194.0391062044832,1659.2397440220718,-1478.0836203727722,-2307.9836248931883,809.6347240371704
2230.0,770.5093419337089,-2191.436572429503,1672.4867650752044,-1478.339393890381,-2308.5175761871337,823.7415330352783
