sat1Name,LLO-19
sat1Smaj,3416.853
sat1Ecc,0.3525040150360651
sat1Inc,89.80450395241509
sat1RAAN,237.72236362191904
sat1ArgPer,292.86674287745234
sat1TrAnom,0
Time[EpSec],xF[km],yF[km],zF[km],xI[km],yI[km],zI[km]
0.0,964.6045098781871,-1186.8707552374344,-1598.6192509407786,-464.9868826255798,-723.1483154754638,-2038.5169296340941
10.0,968.6099168556856,-1199.1175821202498,-1587.0404939329103,-473.47557271575926,-736.6309828643799,-2031.7434270324707
20.0,972.5708218966331,-1211.310333839804,-1575.389886323324,-481.9428270988464,-750.0803006896973,-2024.8779410934449
30.0,976.4870517367809,-1223.4484599676427,-1563.6679606779871,-490.38826400756835,-763.4956625061035,-2017.9207892074585
40.0,980.3584372918115,-1235.5314152548924,-1551.875256135005,-498.8115037727356,-776.8764651184082,-2010.8722972640992
50.0,984.1848137212929,-1247.5586597721922,-1540.0123182342484,-507.2121689109802,-790.2221087646484,-2003.7327995452881
60.0,987.9660204402367,-1259.5296589716486,-1528.0796988577877,-515.5898841743469,-803.531997177124,-1996.5026386871339
70.0,991.701901119583,-1271.4438837916603,-1516.0779561225534,-523.9442766418457,-816.8055376739502,-1989.1821656036377
80.0,995.3923037453347,-1283.3008107610624,-1504.007654243554,-532.274975769043,-830.0421413116455,-1981.771739402771
90.0,999.037080650966,-1295.0999220942547,-1491.8693634280107,-540.5816134681702,-843.2412229919433,-1974.27172731781
100.0,1002.6360885164074,-1306.8407057655868,-1479.6636597817671,-548.8638241577148,-856.4022015380859,-1966.6825046386718
110.0,1006.1891883882638,-1318.5226556249668,-1467.3911251689995,-557.1212448616028,-869.5244998168945,-1959.004454612732
120.0,1009.6962457189607,-1330.1452714495404,-1455.0523471204217,-565.3535152320862,-882.6075448303222,-1951.2379683837892
130.0,1013.1571303619836,-1341.7080590584555,-1442.64791869176,-573.5602776489258,-895.6507678222656,-1943.383444885254
140.0,1016.5717166333134,-1353.2105303985868,-1430.1784383400036,-581.7411772613525,-908.6536044158936,-1935.441290763855
150.0,1019.9398832781766,-1364.6522035987143,-1417.6445098398133,-589.8958620567322,-921.615494644165,-1927.4119203033447
160.0,1023.2615134984001,-1376.0326030618196,-1405.0467421029582,-598.0239829216003,-934.5358830871583,-1919.2957552871703
170.0,1026.5364949869515,-1387.3512595512238,-1392.3857491139256,-606.1251937026977,-947.4142189636231,-1911.0932249679565
180.0,1029.7647199279552,-1398.607710256756,-1379.6621497399974,-614.199151260376,-960.249956237793,-1902.8047659072877
