sat1Name,LLO-23
sat1Smaj,3416.853
sat1Ecc,0.3554778115978593
sat1Inc,89.71625918256069
sat1RAAN,238.1232380393274
sat1ArgPer,293.48065118502814
sat1TrAnom,0
Time[EpSec],xF[km],yF[km],zF[km],xI[km],yI[km],zI[km]
0.0,968.2943651699252,-1196.68840653246,-1574.8629172116614,-471.8741669921875,-739.8425662841797,-2019.855954170227
10.0,972.3373239893214,-1208.8190707141432,-1563.088625020088,-480.2482917900085,-753.3736690673828,-2012.888263168335
20.0,976.3350062314328,-1220.8944615111225,-1551.2425825878527,-488.600371925354,-766.8701900329589,-2005.8281752853393
30.0,980.2872346129112,-1232.914026325893,-1539.3253389185807,-496.9300256690979,-780.3315122070312,-1998.6760213546752
40.0,984.1938362476067,-1244.8772179930827,-1527.337449636373,-505.2368734893799,-793.757022140503,-1991.43214087677
50.0,988.0546425916118,-1256.7834948387888,-1515.2794769077898,-513.5205381317139,-807.1461099243164,-1984.096881942749
60.0,991.8694895326926,-1268.6323207987732,-1503.1519893343495,-521.7806446762085,-820.4981693572998,-1976.6706011886597
70.0,995.6382173627206,-1280.4231655141252,-1490.9555618155923,-530.0168206367492,-833.812598022461,-1969.1536636810304
80.0,999.3606708615213,-1292.1555044341342,-1478.6907754619767,-538.2286959953308,-847.0887974395752,-1961.5464428863525
90.0,1003.0366992756726,-1303.8288188947001,-1466.3582174368664,-546.4159032974243,-860.3261731414794,-1953.8493205337525
100.0,1006.6661563959226,-1315.4425962597827,-1453.9584808700235,-554.5780777168274,-873.5241348419189,-1946.062686592102
110.0,1010.2489005121462,-1326.9963299384979,-1441.4921647379276,-562.7148571052551,-886.6820964508057,-1938.1869391479493
120.0,1013.7847944853013,-1338.489519527724,-1428.9598737146416,-570.8258820762634,-899.7994762573243,-1930.2224843215943
130.0,1017.2737057670911,-1349.9216708939061,-1416.362218079292,-578.9107960624694,-912.8756970214844,-1922.1697362060547
140.0,1020.7155063675447,-1361.292296226529,-1403.6998135574631,-586.9692453804016,-925.9101860351562,-1914.029116722107
150.0,1024.1100729654243,-1372.6009141716424,-1390.9732811949307,-595.0008792915344,-938.9023753204345,-1905.8010555648805
160.0,1027.4572867848929,-1383.8470498466975,-1378.18324728774,-603.0053500747681,-951.8517015686035,-1897.4859901046752
170.0,1030.7570337719947,-1395.0302349796004,-1365.3303431581337,-610.9823130607605,-964.7576064300537,-1889.0843652648925
180.0,1034.009204461142,-1406.150007939766,-1352.4152050842301,-618.9314267234802,-977.6195364532471,-1880.5966334228515
190.0,1037.213694069304,-1417.2059138234358,-1339.4384741578276,-626.8523527107238,-990.4369432525634,-1872.0232543258667
200.0,1040.3704024973958,-1428.1975045516099,-1326.4007961362279,-634.7447559242248,-1003.2092836151123,-1863.3646949768067
210.0,1043.47923428735,-1439.124338882226,-1313.3028213299283,-642.6083045539856,-1015.9360195159912,-1854.6214295196532
220.0,1046.540098697758,-1449.985982522285,-1300.145204418709,-650.4426701393128,-1028.6166183013916,-1845.7939391174316
230.0,1049.5529096417388,-1460.7820081674895,-1286.9286043726274,-658.2475276374817,-1041.2505526885986,-1836.8827118682862
240.0,1052.5175857299491,-1471.5119955651844,-1273.6536842722512,-666.0225554466248,-1053.8373009033203,-1827.8882426681519
250.0,1055.4340502726511,-1482.1755315794726,-1260.3211111793396,-673.7674354782105,-1066.3763467559816,-1818.811033103943
260.0,1058.3022312586377,-1492.7722102408381,-1246.931556014042,-681.4818531951904,-1078.8671797027587,-1809.6515913467408
270.0,1061.1220613521593,-1503.3016327873227,-1233.4856933908006,-689.1654976615906,-1091.309294921875,-1800.410432006836
280.0,1063.8934778888045,-1513.7634077199775,-1219.98420148245,-696.818061592102,-1103.7021933898925,-1791.0880760192872
290.0,1066.6164229232872,-1524.157150870174,-1206.4277618884212,-704.4392413825989,-1116.0453820037842,-1781.6850505523682
300.0,1069.290843115453,-1534.4824854072033,-1192.817059489799,-712.0287371788025,-1128.338373550415,-1772.2018888397217
310.0,1071.9166898147018,-1544.7390419008284,-1179.1527822991663,-719.5862528915405,-1140.5806868591308,-1762.6391300811767
320.0,1074.493919034728,-1554.9264583690099,-1165.4356213164165,-727.1114962463379,-1152.771846862793,-1752.9973193130493
330.0,1077.0224914005398,-1565.044380289209,-1151.6662703879977,-734.6041788291931,-1164.9113846130372,-1743.2770072631836
340.0,1079.5023721506245,-1575.0924606307992,-1137.8454260985466,-742.0640161094666,-1176.9988373413087,-1733.4787502593995
350.0,1081.9335311630275,-1585.0703599256922,-1123.9737875553083,-749.4907274894714,-1189.0337485961913,-1723.603110054016
360.0,1084.3159428758956,-1594.977746245949,-1110.0520563133596,-756.8840363311767,-1201.0156681976318,-1713.6506537246705
370.0,1086.6495863353066,-1604.814295261615,-1096.080936188718,-764.2436699829102,-1212.9441523742676,-1703.6219535293578
380.0,1088.9344451168704,-1614.57969024816,-1082.06113315037,-771.5693598251343,-1224.818763748169,-1693.5175867843627
390.0,1091.1705073430317,-1624.273622107648,-1067.9933551441018,-778.8608412818909,-1236.6390714263916,-1683.33813571167
400.0,1093.3577656480775,-1633.8957893932995,-1053.878311967082,-786.1178538665771,-1248.404651031494,-1673.0841873168945
410.0,1095.4962171621444,-1643.4458983165343,-1039.7167151302922,-793.3401411933899,-1260.1150847473145,-1662.7563332595826
420.0,1097.5858634850736,-1652.923662768826,-1025.5092777134298,-800.5274510116577,-1271.769961364746,-1652.3551697158814
430.0,1099.6267106348819,-1662.3288043016237,-1011.256714230613,-807.6795352210999,-1283.3688762817383,-1641.8812972335816
440.0,1101.6187690794895,-1671.661052183286,-996.9597404491419,-814.7961499061585,-1294.9114316253663,-1631.335320587158
450.0,1103.5620536370218,-1680.9201433448147,-982.6190733197865,-821.8770553398132,-1306.397236175537,-1620.7178486709595
460.0,1105.4565835235146,-1690.1058224376936,-968.2354307898902,-828.9220160102844,-1317.8259055023193,-1610.029494354248
470.0,1107.3023822577081,-1699.217841788935,-953.8095316652964,-835.9308006401062,-1329.197061920166,-1599.2708743133544
480.0,1109.0994776624175,-1708.2559614286356,-939.342095495004,-842.9031822052002,-1340.5103345489501,-1588.4426089324952
490.0,1110.8479018136427,-1717.2199490604964,-924.8338424300614,-849.8389379386902,-1351.7653593139648,-1577.545322151184
500.0,1112.5476910228751,-1726.1095800620913,-910.2854930647675,-856.7378493461609,-1362.9617789916992,-1566.5796413116454
510.0,1114.198885813414,-1734.9246374825107,-895.6977683459957,-863.599702217102,-1374.0992432250976,-1555.5461970672607
520.0,1115.8015308584017,-1743.664912026855,-881.0713893906899,-870.424286643982,-1385.1774085388183,-1544.4456231918334
530.0,1117.3556749386792,-1752.3302020245487,-866.407077400093,-877.2113970184326,-1396.1959383239746,-1533.2785564804078
540.0,1118.8613709239987,-1760.9203134219958,-851.7055534869281,-883.960832042694,-1407.1545028839112,-1522.045636581421
550.0,1120.318675773445,-1769.4350597941839,-836.9675385802935,-890.672394733429,-1418.0527794799805,-1510.7475059127808
560.0,1121.7276503759801,-1777.874262243773,-822.1937532816605,-897.3458924293518,-1428.8904522094726,-1499.3848094558716
570.0,1123.0883596571405,-1786.2377494625262,-807.384917730524,-903.9811367835998,-1439.6672121734618,-1487.9581946792603
580.0,1124.40087243348,-1794.5253576615169,-792.5417514966433,-910.5779437828064,-1450.382757369995,-1476.468311378479
590.0,1125.6652613963122,-1802.7369305324717,-777.6649734547539,-917.1361337280273,-1461.0367927093505,-1464.9158115463256
600.0,1126.8816031142167,-1810.87231925589,-762.7553016412645,-923.6555312423706,-1471.6290300750732,-1453.3013492431642
610.0,1128.0499779276115,-1818.931382433564,-747.8134531564941,-930.1359652671814,-1482.1591882476807,-1441.6255804595946
620.0,1129.170469916375,-1826.9139860615699,-732.84014402496,-936.5772690582276,-1492.6269929199218,-1429.8891629714965
630.0,1130.2431668771771,-1834.8200035044556,-717.836089110844,-942.9792801818847,-1503.0321766967772,-1418.0927562484742
640.0,1131.2681602870982,-1842.6493154533503,-702.8020019574392,-949.3418404960632,-1513.3744791107179,-1406.2370212860108
650.0,1132.2455452049671,-1850.4018098727825,-687.7385947173591,-955.6647961578369,-1523.65364654541,-1394.3226204986572
660.0,1133.1754202817795,-1858.0773819773915,-672.6465779815887,-961.9479976043701,-1533.8694322967528,-1382.3502175598144
670.0,1134.0578876814584,-1865.6759341714148,-657.5266607382209,-968.1912995452881,-1544.021596496582,-1370.3204773254395
680.0,1134.8930530363132,-1873.197376023944,-642.3795502257611,-974.3945609550476,-1554.1099061279297,-1358.2340656814574
690.0,1135.6810253929777,-1880.6416241832053,-627.205951810044,-980.5576450500488,-1564.134134979248,-1346.0916493911743
700.0,1136.421917175979,-1888.008602369598,-612.0065689279714,-986.6804192810058,-1574.0940636444093,-1333.8938960342407
710.0,1137.1158441459966,-1895.2982413034513,-596.782102924425,-992.762755317688,-1583.9894795074463,-1321.6414738235474
720.0,1137.7629253298371,-1902.5104786569912,-581.5332529926258,-998.8045290260314,-1593.8201766967773,-1309.3350515213012
730.0,1138.3632829684784,-1909.645258996341,-566.2607160590085,-1004.8056204605102,-1603.5859560546876,-1296.9752983016967
740.0,1138.9170424996685,-1916.70253374253,-550.9651866990837,-1010.7659138412475,-1613.286625137329,-1284.5628836593628
750.0,1139.4243324346007,-1923.682261080563,-535.6473570247394,-1016.685297531128,-1622.921998123169,-1272.0984772491456
760.0,1139.8852843919333,-1930.5844059353935,-520.3079165825795,-1022.5636640167236,-1632.4918958587646,-1259.5827487945558
770.0,1140.300033015647,-1937.408939912273,-504.9475522859185,-1028.400909889221,-1641.9961457977295,-1247.0163679885864
780.0,1140.668715886601,-1944.1558412088293,-489.56694831742743,-1034.1969358215333,-1651.4345819244386,-1234.4000043563842
790.0,1140.991473512611,-1950.825094577885,-474.1667860251516,-1039.9516465415954,-1660.8070447692871,-1221.7343271484374
800.0,1141.26844925405,-1957.416691244612,-458.7477438604984,-1045.6649508056641,-1670.1133813323975,-1209.020005241394
810.0,1141.4997893073005,-1963.930628876336,-443.310497266962,-1051.3367613830567,-1679.353445098877,-1196.2577070236207
820.0,1141.6856425844467,-1970.366911475145,-427.8557186215343,-1056.9669950256348,-1688.527095916748,-1183.4481002807618
830.0,1141.8261607303898,-1976.7255493423136,-412.38407714630324,-1062.5555724296569,-1697.6342000274658,-1170.5918521118165
840.0,1141.9214980090246,-1983.0065589908102,-396.8962388365158,-1068.1024182281494,-1706.6746299591064,-1157.689628807068
850.0,1141.9718113241408,-1989.2099631065223,-381.39286634544305,-1073.6074609413147,-1715.6482645721435,-1144.742095741272
860.0,1141.977260087714,-1995.3357904443683,-365.87461897228263,-1079.070632965088,-1724.5549889068604,-1131.7499172973633
870.0,1141.9380062148757,-2001.384075785096,-350.3421525654722,-1084.4918705329894,-1733.3946941986085,-1118.713756767273
880.0,1141.8542140662432,-2007.354859847914,-334.7961194140966,-1089.8711136741638,-1742.1672778320312,-1105.6342762145996
890.0,1141.7260503686862,-2013.2481892329326,-319.2371682476161,-1095.2083062095642,-1750.8726432495116,-1092.5121364364625
900.0,1141.5536841874853,-2019.064116333909,-303.66594410890923,-1100.5033956947327,-1759.5106999359132,-1079.3479968185425
910.0,1141.3372868715926,-2024.802699281739,-288.08308833571044,-1105.7563333969117,-1768.081363357544,-1066.1425152893066
920.0,1141.0770320102558,-2030.4640018682787,-272.48923845317574,-1110.967074256897,-1776.5845549316407,-1052.8963481903077
930.0,1140.7730953281289,-2036.0480934635616,-256.8850281785079,-1116.1355768699646,-1785.020201904297,-1039.6101502304077
940.0,1140.4256547068462,-2041.5550489482653,-241.27108728352633,-1121.2618034324646,-1793.3882373809815,-1026.2845743484497
950.0,1140.0348900741922,-2046.9849486360745,-225.64804161354968,-1126.3457197151183,-1801.6886002044678,-1012.9202716827392
960.0,1139.6009834001948,-2052.3378782066325,-210.0165129753839,-1131.3872950248717,-1809.921234954834,-999.5178914489746
970.0,1139.1241185791796,-2057.6139286159137,-194.3771191138199,-1136.3865021820068,-1818.0860918273925,-986.0780808639527
980.0,1138.6044814550612,-2062.8131960332908,-178.73047367766267,-1141.3433174591064,-1826.1831266326903,-972.6014851074219
990.0,1138.0422597207335,-2067.935781760824,-163.07718610803028,-1146.2577205696107,-1834.212300720215,-959.0887471694946
1000.0,1137.437642878722,-2072.981792156,-147.4178616756869,-1151.1296946105956,-1842.1735809020995,-945.5405078582763
1010.0,1136.7908221972295,-2077.951338566484,-131.75310137321054,-1155.9592260437012,-1850.0669394226074,-931.957405670166
1020.0,1136.1019906346812,-2082.8445372179085,-116.08350190050213,-1160.746304637909,-1857.8923538513184,-918.3400767288208
1030.0,1135.3713428327492,-2087.661509181854,-100.40965561598597,-1165.4909234428405,-1865.6498070831299,-904.6891547317505
1040.0,1134.5990750258413,-2092.4023802786464,-84.7321505075366,-1170.193078754425,-1873.3392872314453,-891.0052708740234
1050.0,1133.7853850222705,-2097.067280997131,-69.0515701276717,-1174.852770061493,-1880.9607875976562,-877.2890537643433
1060.0,1132.9304721236206,-2101.656346411234,-53.36849359957583,-1179.4700000190735,-1888.514306564331,-863.5411293869018
1070.0,1132.034537099511,-2106.1697161294164,-37.68349556033372,-1184.0447744064331,-1895.9998475799562,-849.7621210327148
1080.0,1131.0977821438778,-2110.6075341927226,-21.997146113337134,-1188.5771020851134,-1903.4174190826416,-835.9526492156982
1090.0,1130.1204108079628,-2114.9699490039347,-6.310010830121813,-1193.0669949531555,-1910.7670344238281,-822.1133316421509
1100.0,1129.1026279412704,-2119.2571132475664,9.377349290577811,-1197.5144679222108,-1918.0487117919922,-808.2447831344605
1110.0,1128.0446396934774,-2123.4691838300805,25.064377851143597,-1201.9195388641358,-1925.2624741973877,-794.3476155929566
1120.0,1126.9466534338787,-2127.6063217839232,40.75052309685887,-1206.2822285690308,-1932.408349380493,-780.4224379119873
1130.0,1125.808877675687,-2131.668692185152,56.43523789569991,-1210.6025607147217,-1939.4863697052,-766.4698559570312
1140.0,1124.6315220988818,-2135.6564641106497,72.11797979262971,-1214.8805618247986,-1946.4965721740723,-752.4904725112915
1150.0,1123.4147974502046,-2139.569810521382,87.79821103245544,-1219.11626121521,-1953.4389983062745,-738.4848871994019
1160.0,1122.1589155433667,-2143.4089082266673,103.4753985746823,-1223.3096909713745,-1960.3136941223145,-724.4536964645386
1170.0,1120.8640891609216,-2147.1739377673493,119.14901407529368,-1227.4608858947754,-1967.1207100067138,-710.3974935302734
1180.0,1119.5305320336802,-2150.865083361085,134.8185339577823,-1231.569883468628,-1973.860100692749,-696.3168683166504
1190.0,1118.1584588302662,-2154.4825328449456,150.48343939489067,-1235.6367238197327,-1980.5319252166748,-682.2124074401855
1200.0,1116.7480850618877,-2158.0264775619485,166.14321631736925,-1239.6614496650695,-1987.1362467956542,-668.0846941528321
1210.0,1115.2996270682604,-2161.497112316261,181.79735543006217,-1243.6441062889098,-1993.6731327972411,-653.9343083114624
1220.0,1113.8133019941379,-2164.8946352991,197.4453522625356,-1247.5847414855957,-2000.1426547088622,-639.7618263092041
1230.0,1112.2893276738134,-2168.219247978567,213.08670707755618,-1251.483405532837,-2006.5448879547118,-625.5678210983276
1240.0,1110.7279227026015,-2171.4711550966535,228.72092499546787,-1255.3401511459351,-2012.8799120025635,-611.3528620986939
1250.0,1109.1293062758994,-2174.650564503464,244.34751590712102,-1259.1550334281922,-2019.147810119629,-597.1175151901245
1260.0,1107.493698271623,-2177.757687182722,259.965994542245,-1262.9281098442077,-2025.34866947937,-582.8623426818848
1270.0,1105.821319077436,-2180.792737095511,275.57588042361243,-1266.6594401779175,-2031.482580932617,-568.5879032669068
1280.0,1104.1123896903246,-2183.755931181179,291.1766979080316,-1270.3490864868163,-2037.5496390991211,-554.2947520141602
