,Timestamp,Node,NBC
0,0,0,0.0
1,0,1,0.0001656581275270856
2,0,2,0.025183744213259834
3,0,3,0.015131987620025341
4,0,4,0.002933544600676563
5,0,5,0.03996598639455782
6,0,6,0.0
7,0,7,0.049029594292986166
8,0,8,0.01849096962145068
9,0,9,0.0019751994011543554
10,0,10,0.013328457646088799
11,0,11,0.00034955832149709704
12,0,12,0.029680895698475696
13,0,13,0.026667336732883115
14,0,14,0.08776040546024287
15,0,15,0.003989067565787297
16,0,16,0.012099504372131111
17,0,17,0.022143885596655862
18,0,18,0.015695544804789886
19,0,19,0.009459895440402658
20,0,20,0.036041390137621254
21,0,21,0.0006249295313834172
22,0,22,0.031999746254410974
23,0,23,0.016695706806478545
24,0,24,0.0
25,0,25,0.04773570424031446
26,0,26,0.0
27,0,27,0.010304726280989397
28,0,28,0.0100528616821547
29,0,29,0.0
30,0,30,0.005539438601384385
31,0,31,0.08735911055268154
32,0,32,0.0027654772499846464
33,0,33,0.03844375730804329
34,0,34,0.018664515497652714
35,0,35,0.032449769415261606
36,0,36,0.010375154092328464
37,0,37,0.005210632955729845
38,0,38,0.05578171248551802
39,0,39,0.01834110008230845
40,0,40,0.013463168445818114
41,0,41,0.043005602468875914
42,0,42,0.06064550454783957
43,0,43,0.040860175023005686
44,0,44,0.04805324251263964
45,0,45,0.009827046181316617
46,0,46,0.010550911910417668
47,0,47,0.03623888316611261
48,0,48,0.062005282407281516
49,0,49,0.003865595204235711
50,12,0,0.0
51,12,1,0.00018853695324283558
52,12,2,0.02769581916993397
53,12,3,0.01683349010554401
54,12,4,0.004364982667212479
55,12,5,0.03996598639455782
56,12,6,0.0
57,12,7,0.05606948605333548
58,12,8,0.0198465331263901
59,12,9,0.004146000278288312
60,12,10,0.015430807334556328
61,12,11,0.00028226568405139834
62,12,12,0.022206662017806456
63,12,13,0.02881590800575921
64,12,14,0.07289902239312308
65,12,15,0.003971942116554543
66,12,16,0.009814626447157802
67,12,17,0.012806309457391356
68,12,18,0.026082480113445675
69,12,19,0.014281164756305025
70,12,20,0.026789113076558475
71,12,21,0.00021258503401360543
72,12,22,0.02603334526252722
73,12,23,0.021106943494846406
74,12,24,0.0
75,12,25,0.041158615291677816
76,12,26,0.0
77,12,27,0.016353364354596805
78,12,28,0.010036495654924538
79,12,29,0.0
80,12,30,0.0038261440274097256
81,12,31,0.08840957447959756
82,12,32,0.002297874296133184
83,12,33,0.04353280418884047
84,12,34,0.022609201715955686
85,12,35,0.028381542624206682
86,12,36,0.01360220862074051
87,12,37,0.0037850628112344664
88,12,38,0.05041706115581446
89,12,39,0.02779156019834977
90,12,40,0.01750069309549781
91,12,41,0.07123461655223018
92,12,42,0.044158202586808415
93,12,43,0.048837334243550724
94,12,44,0.031015763866202813
95,12,45,0.014083178168287575
96,12,46,0.012688361096573267
97,12,47,0.03855194104948247
98,12,48,0.0569580972875746
99,12,49,0.003232415140688418
100,24,0,0.0
101,24,1,0.000494007126660188
102,24,2,0.024879679513509383
103,24,3,0.013801174740068528
104,24,4,0.0037043243522802607
105,24,5,0.0
106,24,6,0.0
107,24,7,0.018115321361720078
108,24,8,0.01070341414663996
109,24,9,0.004510443165950472
110,24,10,0.00721620340854598
111,24,11,0.00011900693291670735
112,24,12,0.02198139391375919
113,24,13,0.02477500354269034
114,24,14,0.04482712033670611
115,24,15,0.0037528274218616526
116,24,16,0.016192293978635877
117,24,17,0.005739228144946512
118,24,18,0.028076805662134507
119,24,19,0.02091479936748317
120,24,20,0.020437691461510945
121,24,21,0.0
122,24,22,0.02245890763019812
123,24,23,0.02294114862012611
124,24,24,0.0
125,24,25,0.018004991510383175
126,24,26,0.0
127,24,27,0.018530265234956874
128,24,28,0.0015080505157423023
129,24,29,0.0
130,24,30,0.0005484049837816161
131,24,31,0.009294896907528168
132,24,32,0.0030094509570044977
133,24,33,0.04083974371277628
134,24,34,0.016039735354709525
135,24,35,0.023746444045674265
136,24,36,0.029914144627769815
137,24,37,0.0011141393865834546
138,24,38,0.046011871015953575
139,24,39,0.030605423133840806
140,24,40,0.006621994357745918
141,24,41,0.06736875232587218
142,24,42,0.061271944387730544
