sat1Name,LLO-1-1
sat1Smaj,3416.853
sat1Ecc,0.359146
sat1Inc,90.188
sat1RAAN,236.721
sat1ArgPer,291.93
sat1TrAnom,0
Time[EpSec],xF[km],yF[km],zF[km],xI[km],yI[km],zI[km]
0.0,945.5805019509761,-1149.5270611404221,-1606.0100480070037,-443.1659470252991,-687.3419340820312,-2031.2479497375489
10.0,949.4570786329699,-1162.1662265605326,-1594.611098442378,-452.0529401702881,-700.8426560821533,-2024.685493675232
20.0,953.2886492379877,-1174.751329952154,-1583.1376876030606,-460.91882455062864,-714.3106520080566,-2018.0284942245482
30.0,957.0750410917383,-1187.2817853891795,-1571.5903568227736,-469.7631877975464,-727.7452954711914,-2011.2772693405152
40.0,960.8160859680348,-1199.757012391334,-1559.96965449056,-478.58561971664426,-741.1459634857177,-2004.4321460647584
50.0,964.5116200326995,-1212.1764359688107,-1548.2761359518543,-487.3857123565674,-754.5120364837646,-1997.4934604263306
60.0,968.1614840038716,-1224.5394868244084,-1536.510363373644,-496.1630601005554,-767.8428985900879,-1990.4615574111938
70.0,971.7655230304823,-1236.8456013653504,-1524.6729056674176,-504.9172597427368,-781.1379375610352,-1983.3367908554078
80.0,975.3235868402423,-1249.0942218839507,-1512.7643383124964,-513.6479105567932,-794.3965450592041,-1976.1195233688354
90.0,978.8355297145995,-1261.2847966277072,-1500.7852433002483,-522.3546143836975,-807.61811668396,-1968.8101262893676
100.0,982.3012104853009,-1273.4167798927624,-1488.736208979102,-531.0369757003784,-820.802052078247,-1961.408979560852
110.0,985.7204926221619,-1285.4896321595154,-1476.6178299195967,-539.6946016998291,-833.9477551116944,-1953.9164716644286
120.0,989.0932441923085,-1297.502820143897,-1464.4307068167661,-548.327102355957,-847.0546339111328,-1946.3329995269776
130.0,992.419337943298,-1309.4558169531504,-1452.1754463421587,-556.934090511322,-860.12210105896,-1938.6589684448243
140.0,995.6986512349832,-1321.348102095389,-1439.8526610159493,-565.5151819229126,-873.1495735931396,-1930.894791946411
150.0,998.9310661324174,-1333.1791616521477,-1427.462969093896,-574.0699953651429,-886.1364732055664,-1923.0408917541504
160.0,1002.1164693951838,-1344.9484883250502,-1415.0069944104466,-582.598152671814,-899.0822263183594,-1915.0976976470947
170.0,1005.2547524781603,-1356.6555815265192,-1402.485366250402,-591.0992788200379,-911.986264175415,-1907.0656473617553
180.0,1008.3458115310599,-1368.299947442924,-1389.898719234175,-599.5730019798278,-924.8480229187012,-1898.9451865005494
190.0,1011.389547452665,-1379.8810991619216,-1377.2476931461827,-608.0189536018372,-937.6669437561035,-1890.7367684173585
200.0,1014.3858658502368,-1391.398556704438,-1364.5329328164823,-616.4367684631347,-950.4424729919433,-1882.4408541030884
210.0,1017.3346770863317,-1402.8518471282077,-1351.755087989486,-624.8260847320556,-963.1740621643066,-1874.0579121017456
220.0,1020.235896252067,-1414.2405045899009,-1338.9148131452735,-633.1865440406799,-975.8611681213379,-1865.5884183502196
230.0,1023.0894431844065,-1425.5640704071109,-1326.0127674131334,-641.5177915306091,-988.5032530975342,-1857.0328561172485
240.0,1025.8952424415147,-1436.822093128044,-1313.0496143801645,-649.8194759178161,-1001.0997848052979,-1848.3917158355712
250.0,1028.6532233602113,-1448.0141286094208,-1300.026021973107,-658.091249546051,-1013.6502365570068,-1839.6654950256348
260.0,1031.3633199963642,-1459.139740063039,-1286.9426622916008,-666.3327684440612,-1026.154087310791,-1830.8546981353759
270.0,1034.0254711322582,-1470.198498118481,-1273.8002114932074,-674.5436923866272,-1038.610821746826,-1821.9598364486694
280.0,1036.639620305082,-1481.1899808842381,-1260.5993496120916,-682.7236849327087,-1051.0199303894044,-1812.9814279403686
290.0,1039.2057157536008,-1492.1137739796118,-1247.3407604533622,-690.8724134788513,-1063.3809096221923,-1803.9199971694945
300.0,1041.7237104189,-1502.9694706036757,-1234.025131402988,-698.9895493202209,-1075.693261795044,-1794.7760751190185
310.0,1044.193562001334,-1513.75667159949,-1220.653153303058,-707.0747676811218,-1087.9564953460692,-1785.5501991119386
320.0,1046.615232818274,-1524.4749854377253,-1207.2255203046077,-715.1277477722168,-1100.1701247406006,-1776.2429126281738
330.0,1048.9886899310177,-1535.1240283354084,-1193.7429297147896,-723.148172832489,-1112.3336706848145,-1766.8547652282714
340.0,1051.313905007515,-1545.70342422723,-1180.2060818428895,-731.1357301750184,-1124.4466600646972,-1757.3863123626709
350.0,1053.5908544225574,-1556.2128048522113,-1166.6156798383722,-739.0901112098694,-1136.5086261291503,-1747.838115272522
360.0,1055.8195191147818,-1566.651809736691,-1152.972429611601,-747.0110115089417,-1148.5191083984375,-1738.2107408676147
370.0,1057.9998846963792,-1577.020086279831,-1139.2770395698933,-754.8981308250427,-1160.4776528930663,-1728.5047615356445
380.0,1060.1319413148194,-1587.3172897301067,-1125.5302205866844,-762.7511731414795,-1172.3838120269775,-1718.720755065918
390.0,1062.2156837143145,-1597.543083241405,-1111.73268576085,-770.5698466911316,-1184.2371447753906,-1708.8593044586182
400.0,1064.2511111854571,-1607.6971378798132,-1097.8851503171907,-778.3538639945984,-1196.0372166748048,-1698.920997817993
410.0,1066.2382275142963,-1617.7791326490387,-1083.988331459851,-786.1029419059753,-1207.7835998535156,-1688.9064282073975
420.0,1068.1770409939738,-1627.7887544994135,-1070.0429482091843,-793.8168016166687,-1219.47587310791,-1678.8161935043336
430.0,1070.0675643830602,-1637.7256983452446,-1056.0497212552546,-801.4951686973571,-1231.1136219329835,-1668.650896255493
440.0,1071.9098148867133,-1647.589667090665,-1042.0093727928206,-809.1377731323242,-1242.696438583374,-1658.41114352417
450.0,1073.7038140874852,-1657.3803715852143,-1027.9226264471993,-816.7443493156433,-1254.2239220275878,-1648.0975467910766
