Timestamp,VC AD,VC ACC,VC ABC
420,0.23636066745268208,0.21098783702974166,0.6025057078670771
432,0.23904556582596187,0.22149578508221596,0.5853870536406743
444,0.23917959320008722,0.2175528793443541,0.47784089022947107
456,0.24402613403066578,0.2182439739898199,0.4744268782914693
468,0.24540225244927794,0.22178082648977787,0.5030929533493295
480,0.24551659930398465,0.2243523767127332,0.49168255905485625
492,0.25020151735082996,0.22543600226385968,0.5191883350011437
504,0.2512194896024779,0.21170618185983583,0.555828728210022
516,0.25050490528889807,0.21787199839799423,0.5868119223138446
528,0.2540519308618872,0.24657818174802404,0.5895932621788819
540,0.2577041971692659,0.25573286225426445,0.6056857416066083
552,0.2590238952978298,0.3049287767452299,0.52085187154623
564,0.26153990981940284,0.31350754423178573,0.42200247545313324
576,0.2635914867808952,0.31586033117089257,0.4299716360883004
588,0.26699544874720765,0.29949970307959073,0.47907914897883735
600,0.26743582761807644,0.2924029630872955,0.5017464369755381
612,0.2699877645106596,0.320551813068731,0.5111932441668978
624,0.27346268888199476,0.33028399000153374,0.5552025752098098
636,0.2738342175427831,0.3240851719113623,0.5804785759856949
648,0.2773303540226297,0.3763331355207144,0.5343100457848947
660,0.27994726901229966,0.3604721073023521,0.5555569821019776
672,0.2794950569818163,0.33189500264252964,0.6569307173654597
684,0.2794194070630117,0.3298088819490769,0.6291159123465658
696,0.2805533552913202,0.3350453683672367,0.6351673348668503
708,0.2811297006577779,0.3573417621527892,0.5855424397658114
720,0.2836347609288274,0.40173266466523094,0.6534108265718163
732,0.28445596741898965,0.3853643466260783,0.6615674671429779
744,0.28698774297209234,0.47753740468023115,0.6761223383333863
756,0.2843029745047863,0.37466724493775944,0.5908148819384443
768,0.2839670031576248,0.35737477592052364,0.6085700300238605
780,0.2845438951434612,0.3599359672471481,0.6023345326198196
792,0.28831713181063956,0.41057251096054664,0.561403499544944
804,0.28687203389639254,0.4104368393718269,0.5710137144469392
816,0.2871625129607212,0.40499950247188227,0.5371309705663182
828,0.28651953832774785,0.5229778016882589,0.5310080974663601
840,0.2861622302476277,0.5283782313845823,0.5433417717455843
852,0.2877801786783294,0.5546183114291026,0.6299857422389754
864,0.28923985833480026,0.5549501373614795,0.648239163106345
876,0.2918029577123953,0.527468594131968,0.7620269904459067
888,0.2907735621283447,0.5452227953194485,0.7792466325084841
900,0.28963425095432643,0.5753982458869348,0.7983077156367855
912,0.2896277481080097,0.5927257105843027,0.7912652689776816
924,0.2917999436751009,0.6019995564370639,0.8468688097814533
936,0.292348266595304,0.6067931904268344,0.8336103329245091
948,0.29360464675411563,0.6020898297493414,0.8177888677874622
960,0.2935339546979048,0.5900678117894975,0.8147394578394821
972,0.2934970612851741,0.5969200179491467,0.809294770899045
984,0.2931122922487969,0.5971199790658532,0.8247849169721875
996,0.29342483716231765,0.6212522710614399,0.8186344333603464
1008,0.2951829998699778,0.6085738286303758,0.8417255562753336
1020,0.2960195562900646,0.6113502534348779,0.8308334744608723
1032,0.2949308683558248,0.6056044356230303,0.7786972382510913
1044,0.29444729644179113,0.6029884569882533,0.8642064705503958
1056,0.2933456692477388,0.504053259187914,0.8389026015711943
1068,0.28932237226393265,0.4729426287178819,0.8804534717923956
1080,0.28895235989028534,0.4722749359592868,0.9236612007050536
1092,0.2883939209481909,0.4710084060882351,0.8699206739092532
1104,0.2849429714453373,0.44604163490489174,0.8055975664519369
1116,0.2844909978763468,0.4391832810131938,0.7845905009074897
1128,0.2815822036185181,0.32697135107460523,0.7466260003536136
1140,0.2804604207746598,0.3630031236150495,0.8447580897394779
1152,0.2814649574462821,0.35998511110607134,0.8143976807959411
1164,0.27839320603178047,0.3683319241832838,0.7205450151572134
1176,0.2763728294431022,0.3685464320588951,0.6590723696186923
1188,0.27656788645645414,0.3700428409764337,0.6712764109058751
1200,0.27583863453403057,0.3996687027501816,0.7939464984733194
1212,0.2750474902053368,0.3971717028769469,0.7013866050272182
1224,0.27497484735908745,0.28738311229334396,0.6635370876367875
1236,0.27503725417404473,0.29205867772006244,0.6625096839924082
1248,0.2743623264983165,0.3047534558561629,0.7187280748189456
1260,0.27321445455355586,0.3083140578549525,0.7105554726986919
1272,0.27095165614055766,0.31057572033896186,0.6461755699261097
1284,0.27183012022338754,0.29354130434453757,0.7466777459157509
1296,0.2723977955583719,0.3518039425447849,0.7688018391335056
1308,0.272687470848506,0.34315794550614964,0.7663073308263595
1320,0.27072344713683555,0.25046997777550745,0.7761333045263711
1332,0.2700898575511602,0.23932914454916263,0.7772530102275731
1344,0.2700115901866089,0.23795057653068188,0.748443939550617
1356,0.27048395043032336,0.3387244527560197,0.6718217818855511
1368,0.2718355732357525,0.33686922277771864,0.722286781050157
1380,0.2675211146051434,0.3255570812100118,0.6664610199691012
1392,0.2634077756924828,0.33190096321382895,0.6328486940315331
1404,0.2641713717924959,0.32467913446243735,0.5978107435337396
1416,0.2635733294846763,0.334571809383189,0.5981386544342155
1428,0.26227126647629123,0.33200045316923327,0.5847788110097262
1440,0.26070297555219163,0.33885435243325607,0.5047794401651423
1452,0.2590386812069646,0.33270271335557033,0.4779431610237857
1464,0.2543602926326343,0.3084010588861884,0.46738509559202707
1476,0.25345019285050324,0.3000591340820556,0.47306801561547296
1488,0.25124645713551896,0.2778645248505693,0.42135479362201955
1500,0.25165018499359276,0.2762723168367832,0.4868788832622585
1512,0.24781310119508654,0.27387365424981136,0.4688425220712346
1524,0.2454571812438015,0.2682359418523467,0.4393019246194087
1536,0.24198998048915019,0.2677237507090933,0.4553883979756211
1548,0.2348141070769527,0.20031803340632823,0.47207925310193877
1560,0.23057484350239252,0.140032043445877,0.4497001063326536
1572,0.22255590275498968,0.13231250182454135,0.45622059752779187
1584,0.22384047893383546,0.1320869230207707,0.46899511545942185
1596,0.21990495385154513,0.13197958669099288,0.46458551846788426
1608,0.21795469408905047,0.10502645847977404,0.4354012504246127
1620,0.21592862148932615,0.11017044840916454,0.4280776182853567
1632,0.2130190087497094,0.10432749660538564,0.44258654925157903
1644,0.21306921513320745,0.12108479887272465,0.5029412350410998
1656,0.2162934690036858,0.12895636912194033,0.5380560846546114
1668,0.22488512484720888,0.12311784157714864,0.5696441917367125
1680,0.2241338107345906,0.12553900104295282,0.5607731883682447
1692,0.22431628175854496,0.12186687355492525,0.5509434443311574
1704,0.23154876189903037,0.12230350937517784,0.5328184786627952
1716,0.2369832701782416,0.14953342162275954,0.528440678859415
1728,0.23894908107829546,0.15968106074811123,0.4980023261954792
1740,0.24199036247865405,0.13037185842256985,0.5282410353791575
1752,0.24129824444970988,0.10178583158450252,0.5828141616318481
1764,0.2439707593994295,0.13639976749221713,0.5151506329509182
1776,0.24669815627969205,0.15660819451205504,0.4829318576333362
1788,0.2503145790069207,0.15888914528406142,0.4737097943151347
