,Timestamp,RFlow,RCost,Efficiency,Redundancy,Disparity,Criticity
0,0,1.0,414,0.7880952380952381,1.7214285714285715,0.24283910533910533,2
1,12,1.0,422,0.7785714285714284,1.7357142857142858,0.25892857142857145,2
2,24,1.0,424,0.7797619047619045,1.65,0.2440079365079365,2
3,36,1.0,428,0.7726190476190475,1.6857142857142857,0.2602324263038549,2
4,48,1.0,460,0.7523809523809524,1.8142857142857143,0.2642885487528345,3
5,60,1.0,486,0.7339285714285714,1.9357142857142857,0.27343203948245964,3
6,72,1.0,530,0.6886904761904761,1.9928571428571429,0.25715935519506955,4
7,84,1.0,498,0.7101190476190476,1.7785714285714285,0.23597789115646262,4
8,96,1.0,500,0.7017857142857142,1.7857142857142858,0.23450869236583521,5
9,108,1.0,526,0.6847619047619048,2.157142857142857,0.2810526774812489,6
10,120,1.0,560,0.6510714285714286,2.65,0.3226365169222312,4
11,132,1.0,550,0.6845238095238094,2.907142857142857,0.33303552907537054,7
12,144,1.0,566,0.6698809523809522,3.857142857142857,0.3648666368041848,8
13,156,1.0,616,0.6088095238095239,3.0785714285714287,0.3675310669388067,6
14,168,1.0,634,0.6023809523809525,3.164285714285714,0.3179032857506416,10
15,180,1.0,618,0.5988095238095238,3.0142857142857142,0.35740925421843367,10
16,192,1.0,630,0.5910714285714286,2.414285714285714,0.2653374100836507,9
17,204,1.0,662,0.5834693877551022,3.2142857142857144,0.3371226487568814,10
18,216,1.0,668,0.593095238095238,4.071428571428571,0.3351293477764066,8
19,228,1.0,680,0.5839285714285715,4.985714285714286,0.38546986303185743,9
20,240,1.0,668,0.5744047619047619,3.914285714285714,0.36619767095441336,9
21,252,1.0,626,0.6208333333333331,3.442857142857143,0.40874360455023595,8
22,264,1.0,628,0.6101190476190476,2.8642857142857143,0.4137344073993233,9
23,276,1.0,650,0.5595238095238096,3.0,0.46101563694881664,9
24,288,1.0,652,0.5559523809523809,3.007142857142857,0.4737014356287755,9
25,300,1.0,694,0.5470238095238096,3.2714285714285714,0.4831685599647784,10
26,312,1.0,710,0.5333333333333333,4.242857142857143,0.47617222277872173,12
27,324,1.0,720,0.532142857142857,3.6857142857142855,0.4378244877204962,11
28,336,1.0,718,0.5428571428571429,5.257142857142857,0.41143354688640255,11
29,348,1.0,724,0.528452380952381,6.5,0.41679277228522266,10
30,360,1.0,710,0.5211904761904762,6.635714285714286,0.39108324721999344,12
31,372,1.0,710,0.514404761904762,4.35,0.3407224301580193,9
32,384,1.0,732,0.5039285714285716,2.742857142857143,0.3625244619992519,7
33,396,1.0,726,0.4989285714285716,2.7857142857142856,0.38133603713435643,7
34,408,1.0,728,0.5072619047619049,3.0142857142857142,0.3791846167117906,7
35,420,1.0,712,0.5177380952380953,2.942857142857143,0.3653239633460222,8
36,432,1.0,710,0.5213095238095239,2.992857142857143,0.37662886716458144,9
37,444,1.0,740,0.5120238095238095,3.8214285714285716,0.399213501756569,11
38,456,1.0,720,0.520952380952381,4.65,0.4261602139711441,9
39,468,1.0,708,0.5233333333333334,4.621428571428571,0.40401479984808714,9
40,480,1.0,730,0.5038095238095242,3.7642857142857142,0.40013519704160094,12
41,492,1.0,744,0.4975000000000002,3.8642857142857143,0.4224381214371816,12
42,504,1.0,722,0.5086904761904762,3.3785714285714286,0.38372637757920813,12
43,516,1.0,730,0.5020238095238098,3.6714285714285713,0.4157259038437542,12
44,528,1.0,758,0.4925000000000002,4.107142857142857,0.4221661412201228,13
45,540,1.0,726,0.5179761904761907,3.8214285714285716,0.40020862976524185,14
46,552,1.0,732,0.5221428571428574,3.2642857142857142,0.3869794089935897,13
47,564,1.0,742,0.5173809523809526,3.3857142857142857,0.39115655967637947,13
48,576,1.0,732,0.5326190476190478,2.7857142857142856,0.32618972760044185,13
49,588,1.0,744,0.5332142857142859,2.3214285714285716,0.2776241219098362,11
50,600,1.0,652,0.5934523809523811,2.557142857142857,0.2975279359071122,10
51,612,1.0,660,0.5922619047619049,2.742857142857143,0.3067449382076652,10
52,624,1.0,646,0.6029761904761907,2.7642857142857142,0.3389298548318071,10
53,636,1.0,632,0.6130952380952382,2.5285714285714285,0.3202217699970163,10
54,648,1.0,620,0.6145238095238096,2.4214285714285713,0.34332614145114143,8
55,660,1.0,594,0.6452380952380952,2.3714285714285714,0.3466246253746254,6
56,672,1.0,594,0.6452380952380952,2.2857142857142856,0.33901394240679955,6
57,684,1.0,626,0.6180952380952381,2.3214285714285716,0.3137418300653595,7
58,696,1.0,630,0.6216666666666667,2.2071428571428573,0.311624149659864,7
59,708,1.0,634,0.6222619047619048,2.4214285714285713,0.3383463718820862,8
60,720,1.0,640,0.6265476190476189,2.142857142857143,0.28751889644746786,8
61,732,1.0,640,0.6385714285714286,1.9714285714285715,0.24825396825396828,6
62,744,1.0,638,0.6379761904761906,2.25,0.3220521541950114,6
63,756,1.0,648,0.6332142857142857,2.4357142857142855,0.32051940972859344,8
64,768,1.0,628,0.6355952380952382,2.1,0.2827411873840445,8
65,780,1.0,682,0.5907142857142859,1.7357142857142858,0.22278860028860029,9
66,792,1.0,680,0.6123809523809525,1.7285714285714286,0.20126984126984127,7
67,804,1.0,682,0.6064285714285716,1.65,0.17471655328798189,8
68,816,1.0,678,0.6102380952380955,1.6142857142857143,0.1707482993197279,8
69,828,1.0,676,0.6197619047619047,1.5,0.16146825396825396,8
70,840,1.0,676,0.6209523809523809,1.4857142857142858,0.1578968253968254,8
71,852,1.0,682,0.6209523809523809,1.6142857142857143,0.16876984126984126,9
