sat_id,x,y,z
0,522.6816519925217,-43.272787421137096,-2233.853583091455
1,519.5329847380641,-120.58056644864922,-2241.742285285965
2,531.4801243350144,-84.73569267625926,-2232.634970913792
3,524.9415958540881,-94.87691866773572,-2237.0893723925064
4,541.1115085089828,-123.24662410840853,-2248.0947608203046
5,509.99075842814767,-53.4780527823891,-2258.970868355268
6,484.3624819811993,-88.21544715025509,-2238.0715274338345
7,502.1241416817703,-87.50540311553189,-2243.0960208723523
8,522.3133434203432,-85.31082709339913,-2229.523964118809
9,480.43459229097226,-57.57150355717604,-2239.4728332133936
10,492.17466615702745,-67.8169554828566,-2225.9385149835416
11,562.6824082811418,-100.89355975540704,-2255.1936653499174
12,515.32875710338,-89.21088236271893,-2239.643840457746
13,525.3769959446231,-55.596851866206094,-2231.578849861773
14,506.7658716762414,-62.36223223115952,-2245.320366989646
15,538.91313757954,-119.60899791463022,-2259.833138597116
16,536.7385036211084,-117.73775681248104,-2253.4133265915134
17,499.1999949215531,-72.59792507616768,-2238.6643003064946
18,496.44765052173193,-26.557588359252435,-2216.829120707032
19,515.4175966119964,-107.81937490707584,-2260.2391794036457
20,501.4750109232313,-83.8654780068989,-2238.8798341628267
21,514.4824505936285,-88.74325479260145,-2256.1759965796414
22,513.1660695752412,-112.06994502939982,-2256.8460471547414
23,513.3904142051437,-123.44949565753912,-2251.34814826872
24,459.3169254100856,-24.718752699705423,-2217.775819629044
25,491.9149527632616,-49.70397414597928,-2238.524317875473
26,495.45064161190624,-32.891136294167026,-2195.711164472132
27,504.04984409158686,-63.69341526776698,-2243.9702236252533
28,488.5190253850054,-16.913125981001706,-2220.2031634079376
29,516.4814426556685,-66.92391172181827,-2268.0095494056663
30,533.8117744087955,-108.83698148925924,-2258.452572894166
31,523.5099407304872,-51.23199375018431,-2242.8050027428635
32,533.6077979868251,-123.45273153812332,-2240.3956843595024
33,519.2278500654473,-81.16290497717245,-2240.539040655926
34,513.7185393584853,-109.04871535696071,-2240.2185231232247
35,493.6512140573809,-75.0747572362728,-2230.043297520717
36,502.3433578593164,-23.19795274612738,-2224.79551277508
37,534.0904188982677,-93.99314666349092,-2254.9699542152603
38,506.8839313529285,-65.11324713394774,-2229.6881971952107
39,531.8646685427685,-58.55494426652516,-2228.497289567203
40,520.0801831980058,-92.14236277660268,-2257.1830769003022
41,489.7365464496776,-74.7388001163727,-2241.4128009403216
42,513.3650060870959,-74.93051378501148,-2244.841009152082
43,521.4090498618752,-104.14561982974922,-2246.7232081012253
44,460.1835713195383,-50.79566728387907,-2226.892746484313
45,503.0126756271226,-85.17637959413108,-2251.6234228459066
46,551.8229331719135,-84.84682984520879,-2249.6582843194024
47,536.3049800888364,-82.72219497449218,-2253.946190222152
48,534.896645905785,-91.49381485654612,-2246.7730153179086
49,511.2934421328847,-91.44117584561609,-2226.4162869238726
